freq	mu_Re	mu_Im
2.7000000000000	4.5010681428945	30.162601928628
2.7100000000000	4.1905627185882	29.948501578974
2.7200000000000	3.8891154697486	29.727745612292
2.7300000000000	3.5968731038164	29.500841033033
2.7400000000000	3.3139497700863	29.268292048105
2.7500000000000	3.0404281802548	29.030597801068
2.7600000000000	2.7763608843895	28.788250281730
2.7700000000000	2.5217716783957	28.541732419198
2.7800000000000	2.2766571193290	28.291516363405
2.7900000000000	2.0409881255353	28.038061957226
2.8000000000000	1.8147116395592	27.781815398666
2.8100000000000	1.5977523329793	27.523208090269
2.8200000000000	1.3900143337621	27.262655670792
2.8300000000000	1.1913829583081	27.000557222447
2.8400000000000	1.0017264320630	26.737294645528
2.8500000000000	0.82089758431892	26.473232191052
2.8600000000000	0.64873550460618	26.208716141141
2.8700000000000	0.48506714984008	25.944074626228
2.8800000000000	0.32970889309686	25.679617567746
2.8900000000000	0.18246800653741	25.415636734777
2.9000000000000	0.043144072549421	25.152405903114
2.9100000000000	-0.088469681380562	24.890181105362
2.9200000000000	-0.21258512722274	24.629200960993
2.9300000000000	-0.32941806234639	24.369687075674
2.9400000000000	-0.43918711772858	24.111844499695
2.9500000000000	-0.54211274836228	23.855862235899
2.9600000000000	-0.63841630497131	23.601913788134
2.9700000000000	-0.72831918543492	23.350157741902
2.9800000000000	-0.81204206373366	23.100738369560
2.9900000000000	-0.88980419374257	22.853786253108
3.0000000000000	-0.96182278481025	22.609418918271
3.0100000000000	-1.0283124457651	22.367741474232
3.0200000000000	-1.0894846937701	22.128847254042
3.0300000000000	-1.1455475243038	21.892818451279
3.0400000000000	-1.1967050384585	21.659726749175
3.0500000000000	-1.2431571237194	21.429633938914
3.0600000000000	-1.2850991844049	21.202592524317
3.0700000000000	-1.3227219180042	20.978646310619
3.0800000000000	-1.3562111337373	20.757830975412
3.0900000000000	-1.3857476097792	20.540174620263
3.1000000000000	-1.4115069857233	20.325698301825
3.1100000000000	-1.4336596870119	20.114416541589
3.1200000000000	-1.4523708782259	19.906337813684
3.1300000000000	-1.4678004422950	19.701465010378
3.1400000000000	-1.4801029828655	19.499795885151
3.1500000000000	-1.4894278472397	19.301323473388
3.1600000000000	-1.4959191674780	19.106036490888
3.1700000000000	-1.4997159174266	18.913919710528
3.1800000000000	-1.5009519836049	18.724954317540
3.1900000000000	-1.4997562480498	18.539118243918
3.2000000000000	-1.4962526813725	18.356386482590
3.2100000000000	-1.4905604444330	18.176731382010
3.2200000000000	-1.4827939971819	18.000122921889
3.2300000000000	-1.4730632133531	17.826528970818
3.2400000000000	-1.4614734998183	17.655915526541
3.2500000000000	-1.4481259195335	17.488246939670
3.2600000000000	-1.4331173171194	17.323486121623
3.2700000000000	-1.4165404462173	17.161594737567
3.2800000000000	-1.3984840978621	17.002533385144
3.2900000000000	-1.3790332291991	16.846261759744
3.3000000000000	-1.3582690919504	16.692738807075
3.3100000000000	-1.3362693601164	16.541922863745
3.3200000000000	-1.3131082564593	16.393771786572
3.3300000000000	-1.2888566773816	16.248243071304
3.3400000000000	-1.2635823158650	16.105293961393
3.3500000000000	-1.2373497821896	15.964881547460
3.3600000000000	-1.2102207221955	15.826962858049
3.3700000000000	-1.1822539328917	15.691494942243
3.3800000000000	-1.1535054752543	15.558434944694
3.3900000000000	-1.1240287840880	15.427740173575
3.4000000000000	-1.0938747748546	15.299368161954
3.4100000000000	-1.0630919473997	15.173276723049
3.4200000000000	-1.0317264865282	15.049423999811
3.4300000000000	-0.99982235940503	14.927768509236
3.4400000000000	-0.96742140976915	14.808269181815
3.4500000000000	-0.93456344897007	14.690885396466
3.4600000000000	-0.90128634384519	14.575577011307
3.4700000000000	-0.86762610147097	14.462304390589
3.4800000000000	-0.83361695082871	14.351028428092
3.4900000000000	-0.79929142143613	14.241710567257
3.5000000000000	-0.76468041900101	14.134312818330
3.5100000000000	-0.72981329816072	14.028797772761
3.5200000000000	-0.69471793237546	13.925128615081
3.5300000000000	-0.65942078104672	13.823269132474
3.5400000000000	-0.62394695393632	13.723183722250
3.5500000000000	-0.58832027296253	13.624837397390
3.5600000000000	-0.55256333145238	13.528195790344
3.5700000000000	-0.51669755092962	13.433225155242
3.5800000000000	-0.48074323551846	13.339892368658
3.5900000000000	-0.44471962404343	13.248164929069
3.6000000000000	-0.40864493990532	13.158010955133
3.6100000000000	-0.37253643881219	13.069399182905
3.6200000000000	-0.33641045444416	12.982298962092
3.6300000000000	-0.30028244212898	12.896680251462
3.6400000000000	-0.26416702060388	12.812513613476
3.6500000000000	-0.22807801193862	12.729770208244
3.6600000000000	-0.19202847969165	12.648421786883
3.6700000000000	-0.15603076537084	12.568440684329
3.6800000000000	-0.12009652326698	12.489799811699
3.6900000000000	-0.084236753727920	12.412472648230
3.7000000000000	-0.048461834937783	12.336433232879
3.7100000000000	-0.012781553264486	12.261656155605
3.7200000000000	0.022794867763157	12.188116548411
3.7300000000000	0.058258739790320	12.115790076155
3.7400000000000	0.093601883225340	12.044652927196
3.7500000000000	0.12881660202876	11.974681803881
