#Parameters = {a=0.5; d=0.035; h=9; p=3; phi=0; r_1=2; r_2=2.7; s=0.2; t=0.2; theta=0; w=12}
#"Frequency / GHz"	"SZmax(2),Zmax(1) [Magnitude / dB]"
#-----------------------------------------------------
6.0700000000000	-73.025741205933
6.0800000000000	-73.014017372180
6.0900000000000	-73.002237145464
6.1000000000000	-72.990400669016
6.1100000000000	-72.978508085169
6.1200000000000	-72.966559535397
6.1300000000000	-72.954555160336
6.1400000000000	-72.942495099817
6.1500000000000	-72.930379492897
6.1600000000000	-72.918208477891
6.1700000000000	-72.905982192397
6.1800000000000	-72.893700773336
6.1900000000000	-72.881364356974
6.2000000000000	-72.868973078962
6.2100000000000	-72.856527074365
6.2200000000000	-72.844026477691
6.2300000000000	-72.831471422929
6.2400000000000	-72.818862043579
6.2500000000000	-72.806198472687
6.2600000000000	-72.793480842875
6.2700000000000	-72.780709286378
6.2800000000000	-72.767883935076
6.2900000000000	-72.755004920527
6.3000000000000	-72.742072374005
6.3100000000000	-72.729086426530
6.3200000000000	-72.716047208904
6.3300000000000	-72.702954851747
6.3400000000000	-72.689809485529
6.3500000000000	-72.676611240607
6.3600000000000	-72.663360247260
6.3700000000000	-72.650056635724
6.3800000000000	-72.636700536224
6.3900000000000	-72.623292079016
6.4000000000000	-72.609831394413
6.4100000000000	-72.596318612832
6.4200000000000	-72.582753864818
6.4300000000000	-72.569137281087
6.4400000000000	-72.555468992559
6.4500000000000	-72.541749130395
6.4600000000000	-72.527977826029
6.4700000000000	-72.514155211207
6.4800000000000	-72.500281418023
6.4900000000000	-72.486356578950
6.5000000000000	-72.472380826881
6.5100000000000	-72.458354295161
6.5200000000000	-72.444277117623
6.5300000000000	-72.430149428624
6.5400000000000	-72.415971363079
6.5500000000000	-72.401743056497
6.5600000000000	-72.387464645018
6.5700000000000	-72.373136265442
6.5800000000000	-72.358758055271
6.5900000000000	-72.344330152737
6.6000000000000	-72.329852696841
6.6100000000000	-72.315325827386
6.6200000000000	-72.300749685011
6.6300000000000	-72.286124411223
6.6400000000000	-72.271450148435
6.6500000000000	-72.256727039995
6.6600000000000	-72.241955230221
6.6700000000000	-72.227134864436
6.6800000000000	-72.212266088998
6.6900000000000	-72.197349051332
6.7000000000000	-72.182383899967
6.7100000000000	-72.167370784561
6.7200000000000	-72.152309855940
6.7300000000000	-72.137201266121
6.7400000000000	-72.122045168352
6.7500000000000	-72.106841717136
6.7600000000000	-72.091591068263
6.7700000000000	-72.076293378844
6.7800000000000	-72.060948807333
6.7900000000000	-72.045557513562
6.8000000000000	-72.030119658770
6.8100000000000	-72.014635405627
6.8200000000000	-71.999104918268
6.8300000000000	-71.983528362313
6.8400000000000	-71.967905904901
6.8500000000000	-71.952237714716
6.8600000000000	-71.936523962007
6.8700000000000	-71.920764818623
6.8800000000000	-71.904960458030
6.8900000000000	-71.889111055340
6.9000000000000	-71.873216787337
6.9100000000000	-71.857277832496
6.9200000000000	-71.841294371009
6.9300000000000	-71.825266584809
6.9400000000000	-71.809194657591
6.9500000000000	-71.793078774830
6.9600000000000	-71.776919123810
6.9700000000000	-71.760715893637
6.9800000000000	-71.744469275263
6.9900000000000	-71.728179461504
7.0000000000000	-71.711846647061
7.0100000000000	-71.695471028535
7.0200000000000	-71.679052804444
7.0300000000000	-71.662592175244
7.0400000000000	-71.646089343343
7.0500000000000	-71.629544513117
7.0600000000000	-71.612957890923
7.0700000000000	-71.596329685116
7.0800000000000	-71.579660106063
7.0900000000000	-71.562949366152
7.1000000000000	-71.546197679809
7.1100000000000	-71.529405263507
7.1200000000000	-71.512572335778
7.1300000000000	-71.495699117224
7.1400000000000	-71.478785830522
7.1500000000000	-71.461832700440
7.1600000000000	-71.444839953839
7.1700000000000	-71.427807819684
7.1800000000000	-71.410736529049
7.1900000000000	-71.393626315122
7.2000000000000	-71.376477413214
7.2100000000000	-71.359290060760
7.2200000000000	-71.342064497323
7.2300000000000	-71.324800964599
7.2400000000000	-71.307499706416
7.2500000000000	-71.290160968738
7.2600000000000	-71.272784999666
7.2700000000000	-71.255372049436
7.2800000000000	-71.237922370419
7.2900000000000	-71.220436217120
7.3000000000000	-71.202913846174
7.3100000000000	-71.185355516345
7.3200000000000	-71.167761488520
7.3300000000000	-71.150132025705
7.3400000000000	-71.132467393022
7.3500000000000	-71.114767857697
7.3600000000000	-71.097033689058
7.3700000000000	-71.079265158527
7.3800000000000	-71.061462539609
7.3900000000000	-71.043626107881
7.4000000000000	-71.025756140989
7.4100000000000	-71.007852918629
7.4200000000000	-70.989916722542
7.4300000000000	-70.971947836494
7.4400000000000	-70.953946546271
7.4500000000000	-70.935913139661
7.4600000000000	-70.917847906436
7.4700000000000	-70.899751138344
7.4800000000000	-70.881623129085
7.4900000000000	-70.863464174300
7.5000000000000	-70.845274571550
7.5100000000000	-70.827054620297
7.5200000000000	-70.808804621889
7.5300000000000	-70.790524879533
7.5400000000000	-70.772215698280
7.5500000000000	-70.753877385003
7.5600000000000	-70.735510248370
7.5700000000000	-70.717114598829
7.5800000000000	-70.698690748575
7.5900000000000	-70.680239011535
7.6000000000000	-70.661759703336
7.6100000000000	-70.643253141282
7.6200000000000	-70.624719644328
7.6300000000000	-70.606159533052
7.6400000000000	-70.587573129628
7.6500000000000	-70.568960757796
7.6600000000000	-70.550322742836
7.6700000000000	-70.531659411535
7.6800000000000	-70.512971092158
7.6900000000000	-70.494258114418
7.7000000000000	-70.475520809441
7.7100000000000	-70.456759509741
7.7200000000000	-70.437974549178
7.7300000000000	-70.419166262930
7.7400000000000	-70.400334987459
7.7500000000000	-70.381481060477
7.7600000000000	-70.362604820905
7.7700000000000	-70.343706608847
7.7800000000000	-70.324786765544
7.7900000000000	-70.305845633345
7.8000000000000	-70.286883555665
7.8100000000000	-70.267900876950
7.8200000000000	-70.248897942637
7.8300000000000	-70.229875099115
7.8400000000000	-70.210832693688
7.8500000000000	-70.191771074534
7.8600000000000	-70.172690590664
7.8700000000000	-70.153591591884
7.8800000000000	-70.134474428750
7.8900000000000	-70.115339452531
7.9000000000000	-70.096187015165
7.9100000000000	-70.077017469216
7.9200000000000	-70.057831167833
7.9300000000000	-70.038628464707
7.9400000000000	-70.019409714027
7.9500000000000	-70.000175270437
7.9600000000000	-69.980925488992
7.9700000000000	-69.961660725112
7.9800000000000	-69.942381334541
7.9900000000000	-69.923087673300
8.0000000000000	-69.903780097641
8.0100000000000	-69.884458964004
8.0200000000000	-69.865124628968
8.0300000000000	-69.845777449211
8.0400000000000	-69.826417781457
8.0500000000000	-69.807045982436
8.0600000000000	-69.787662408831
8.0700000000000	-69.768267417239
8.0800000000000	-69.748861364116
8.0900000000000	-69.729444605739
8.1000000000000	-69.710017498151
8.1100000000000	-69.690580397118
8.1200000000000	-69.671133658079
8.1300000000000	-69.651677636104
8.1400000000000	-69.632212685840
8.1500000000000	-69.612739161467
8.1600000000000	-69.593257416649
8.1700000000000	-69.573767804488
8.1800000000000	-69.554270677474
8.1900000000000	-69.534766387440
8.2000000000000	-69.515255285511
8.2100000000000	-69.495737722060
8.2200000000000	-69.476214046658
8.2300000000000	-69.456684608025
8.2400000000000	-69.437149753985
8.2500000000000	-69.417609831418
8.2600000000000	-69.398065186213
8.2700000000000	-69.378516163218
8.2800000000000	-69.358963106193
8.2900000000000	-69.339406357769
8.3000000000000	-69.319846259390
8.3100000000000	-69.300283151278
8.3200000000000	-69.280717372375
8.3300000000000	-69.261149260306
8.3400000000000	-69.241579151325
8.3500000000000	-69.222007380275
8.3600000000000	-69.202434280537
8.3700000000000	-69.182860183987
8.3800000000000	-69.163285420947
8.3900000000000	-69.143710320145
8.4000000000000	-69.124135208666
8.4100000000000	-69.104560411906
8.4200000000000	-69.084986253532
8.4300000000000	-69.065413055433
8.4400000000000	-69.045841137678
8.4500000000000	-69.026270818471
8.4600000000000	-69.006702414111
8.4700000000000	-68.987136238944
8.4800000000000	-68.967572605322
8.4900000000000	-68.948011823562
8.5000000000000	-68.928454201904
8.5100000000000	-68.908900046464
8.5200000000000	-68.889349661199
8.5300000000000	-68.869803347865
8.5400000000000	-68.850261405971
8.5500000000000	-68.830724132745
8.5600000000000	-68.811191823090
8.5700000000000	-68.791664769548
8.5800000000000	-68.772143262258
8.5900000000000	-68.752627588917
8.6000000000000	-68.733118034748
8.6100000000000	-68.713614882452
8.6200000000000	-68.694118412181
8.6300000000000	-68.674628901494
8.6400000000000	-68.655146625325
8.6500000000000	-68.635671855946
8.6600000000000	-68.616204862930
8.6700000000000	-68.596745913118
8.6800000000000	-68.577295270585
8.6900000000000	-68.557853196605
8.7000000000000	-68.538419949620
8.7100000000000	-68.518995785203
8.7200000000000	-68.499580956030
8.7300000000000	-68.480175711848
8.7400000000000	-68.460780299440
8.7500000000000	-68.441394962600
8.7600000000000	-68.422019942100
8.7700000000000	-68.402655475660
8.7800000000000	-68.383301797920
8.7900000000000	-68.363959140416
8.8000000000000	-68.344627731543
8.8100000000000	-68.325307796538
8.8200000000000	-68.305999557448
8.8300000000000	-68.286703233105
8.8400000000000	-68.267419039101
8.8500000000000	-68.248147187765
8.8600000000000	-68.228887888139
8.8700000000000	-68.209641345951
8.8800000000000	-68.190407763597
8.8900000000000	-68.171187340118
8.9000000000000	-68.151980271175
8.9100000000000	-68.132786749035
8.9200000000000	-68.113606962544
8.9300000000000	-68.094441097114
8.9400000000000	-68.075289334699
8.9500000000000	-68.056151853781
8.9600000000000	-68.037028829351
8.9700000000000	-68.017920432892
8.9800000000000	-67.998826832364
8.9900000000000	-67.979748192189
9.0000000000000	-67.960684673235
9.0100000000000	-67.941636432803
9.0200000000000	-67.922603624617
9.0300000000000	-67.903586398805
9.0400000000000	-67.884584901894
9.0500000000000	-67.865599276794
9.0600000000000	-67.846629662792
9.0700000000000	-67.827676195539
9.0800000000000	-67.808739007043
9.0900000000000	-67.789818225660
9.1000000000000	-67.770913976091
9.1100000000000	-67.752026379366
9.1200000000000	-67.733155552849
9.1300000000000	-67.714301610227
9.1400000000000	-67.695464661504
9.1500000000000	-67.676644813003
9.1600000000000	-67.657842167361
9.1700000000000	-67.639056823523
9.1800000000000	-67.620288876747
9.1900000000000	-67.601538418599
9.2000000000000	-67.582805536956
9.2100000000000	-67.564090316006
9.2200000000000	-67.545392836248
9.2300000000000	-67.526713174499
9.2400000000000	-67.508051403892
9.2500000000000	-67.489407593884
9.2600000000000	-67.470781810259
9.2700000000000	-67.452174115138
9.2800000000000	-67.433584566976
9.2900000000000	-67.415013220581
9.3000000000000	-67.396460127112
9.3100000000000	-67.377925334095
9.3200000000000	-67.359408885429
9.3300000000000	-67.340910821397
9.3400000000000	-67.322431178679
9.3500000000000	-67.303969990362
9.3600000000000	-67.285527285952
9.3700000000000	-67.267103091393
9.3800000000000	-67.248697429075
9.3900000000000	-67.230310317853
9.4000000000000	-67.211941773063
9.4100000000000	-67.193591806538
9.4200000000000	-67.175260426624
9.4300000000000	-67.156947638204
9.4400000000000	-67.138653442711
9.4500000000000	-67.120377838155
9.4600000000000	-67.102120819135
9.4700000000000	-67.083882376871
9.4800000000000	-67.065662499219
9.4900000000000	-67.047461170698
9.5000000000000	-67.029278372515
9.5100000000000	-67.011114082587
9.5200000000000	-66.992968275570
9.5300000000000	-66.974840922884
9.5400000000000	-66.956731992742
9.5500000000000	-66.938641450178
9.5600000000000	-66.920569257077
9.5700000000000	-66.902515372202
9.5800000000000	-66.884479751230
9.5900000000000	-66.866462346781
9.6000000000000	-66.848463108451
9.6100000000000	-66.830481982844
9.6200000000000	-66.812518913610
9.6300000000000	-66.794573841479
9.6400000000000	-66.776646704295
9.6500000000000	-66.758737437055
9.6600000000000	-66.740845971946
9.6700000000000	-66.722972238384
9.6800000000000	-66.705116163054
9.6900000000000	-66.687277669951
9.7000000000000	-66.669456680416
9.7100000000000	-66.651653113187
9.7200000000000	-66.633866884434
9.7300000000000	-66.616097907808
9.7400000000000	-66.598346094482
9.7500000000000	-66.580611353198
9.7600000000000	-66.562893590317
9.7700000000000	-66.545192709858
9.7800000000000	-66.527508613556
9.7900000000000	-66.509841200901
9.8000000000000	-66.492190369198
9.8100000000000	-66.474556013609
9.8200000000000	-66.456938027210
9.8300000000000	-66.439336301043
9.8400000000000	-66.421750724165
9.8500000000000	-66.404181183708
9.8600000000000	-66.386627564933
9.8700000000000	-66.369089751282
9.8800000000000	-66.351567624438
9.8900000000000	-66.334061064385
9.9000000000000	-66.316569949462
9.9100000000000	-66.299094156426
9.9200000000000	-66.281633560510
9.9300000000000	-66.264188035487
9.9400000000000	-66.246757453729
9.9500000000000	-66.229341686276
9.9600000000000	-66.211940602891
9.9700000000000	-66.194554072135
9.9800000000000	-66.177181961424
9.9900000000000	-66.159824137103
10.000000000000	-66.142480464509
10.010000000000	-66.125150808039
10.020000000000	-66.107835031226
10.030000000000	-66.090532996801
10.040000000000	-66.073244566771
10.050000000000	-66.055969602486
10.060000000000	-66.038707964716
10.070000000000	-66.021459513723
10.080000000000	-66.004224109339
10.090000000000	-65.987001611036
10.100000000000	-65.969791878010
10.110000000000	-65.952594769252
10.120000000000	-65.935410143631
10.130000000000	-65.918237859975
10.140000000000	-65.901077777146
10.150000000000	-65.883929754125
10.160000000000	-65.866793650096
10.170000000000	-65.849669324527
10.180000000000	-65.832556637252
10.190000000000	-65.815455448564
10.200000000000	-65.798365619291
10.210000000000	-65.781287010893
10.220000000000	-65.764219485544
10.230000000000	-65.747162906221
10.240000000000	-65.730117136798
10.250000000000	-65.713082042135
10.260000000000	-65.696057488169
10.270000000000	-65.679043342006
10.280000000000	-65.662039472020
10.290000000000	-65.645045747943
10.300000000000	-65.628062040961
10.310000000000	-65.611088223815
10.320000000000	-65.594124170893
10.330000000000	-65.577169758333
10.340000000000	-65.560224864122
10.350000000000	-65.543289368197
10.360000000000	-65.526363152542
10.370000000000	-65.509446101300
10.380000000000	-65.492538100868
10.390000000000	-65.475639040005
10.400000000000	-65.458748809940
10.410000000000	-65.441867304473
10.420000000000	-65.424994420089
10.430000000000	-65.408130056062
10.440000000000	-65.391274114566
10.450000000000	-65.374426500788
10.460000000000	-65.357587123036
10.470000000000	-65.340755892853
10.480000000000	-65.323932725132
10.490000000000	-65.307117538227
10.500000000000	-65.290310254074
10.510000000000	-65.273510798304
10.520000000000	-65.256719100359
10.530000000000	-65.239935093617
10.540000000000	-65.223158715504
10.550000000000	-65.206389907619
10.560000000000	-65.189628615856
10.570000000000	-65.172874790525
10.580000000000	-65.156128386474
10.590000000000	-65.139389363219
10.600000000000	-65.122657685063
10.610000000000	-65.105933321228
10.620000000000	-65.089216245977
10.630000000000	-65.072506438749
10.640000000000	-65.055803884283
10.650000000000	-65.039108572752
10.660000000000	-65.022420499891
10.670000000000	-65.005739667133
10.680000000000	-64.989066081741
10.690000000000	-64.972399756939
10.700000000000	-64.955740712053
10.710000000000	-64.939088972643
10.720000000000	-64.922444570640
10.730000000000	-64.905807544487
10.740000000000	-64.889177939275
10.750000000000	-64.872555806883
10.760000000000	-64.855941206121
10.770000000000	-64.839334202868
10.780000000000	-64.822734870217
10.790000000000	-64.806143288616
10.800000000000	-64.789559546015
10.810000000000	-64.772983738009
10.820000000000	-64.756415967983
10.830000000000	-64.739856347258
10.840000000000	-64.723304995241
10.850000000000	-64.706762039571
10.860000000000	-64.690227616269
10.870000000000	-64.673701869883
10.880000000000	-64.657184953644
10.890000000000	-64.640677029613
10.900000000000	-64.624178268834
10.910000000000	-64.607688851486
10.920000000000	-64.591208967032
10.930000000000	-64.574738814378
10.940000000000	-64.558278602023
10.950000000000	-64.541828548212
10.960000000000	-64.525388881094
10.970000000000	-64.508959838876
10.980000000000	-64.492541669977
10.990000000000	-64.476134633184
11.000000000000	-64.459738997811
11.010000000000	-64.443355043850
11.020000000000	-64.426983062135
11.030000000000	-64.410623354492
11.040000000000	-64.394276233901
11.050000000000	-64.377942024649
11.060000000000	-64.361621062491
11.070000000000	-64.345313694804
11.080000000000	-64.329020280749
11.090000000000	-64.312741191422
11.100000000000	-64.296476810014
11.110000000000	-64.280227531971
11.120000000000	-64.263993765143
11.130000000000	-64.247775929947
11.140000000000	-64.231574459521
11.150000000000	-64.215389799877
11.160000000000	-64.199222410058
11.170000000000	-64.183072762292
11.180000000000	-64.166941342146
11.190000000000	-64.150828648676
11.200000000000	-64.134735194584
11.210000000000	-64.118661506364
11.220000000000	-64.102608124456
11.230000000000	-64.086575603391
11.240000000000	-64.070564511945
11.250000000000	-64.054575433277
11.260000000000	-64.038608965084
11.270000000000	-64.022665719735
11.280000000000	-64.006746324423
11.290000000000	-63.990851421296
