#Parameters = {Lh=0.033016666666667; Oa=0.049839326046652; Oo=0.0041966915170919; a=0.5; d=0.035; h=9; p=3; phi=0; r_1=2; r_2=2.7; s=0.2; t=0.2; theta=0; w=12}
#"Frequency / GHz"	"SZmax(2),Zmax(1) [Re]"	"SZmax(2),Zmax(1) [Im]"
#-----------------------------------------------------------------
2.7000000000000	-0.00050993466574628	9.6476384567911e-05
2.7100000000000	-0.00051095015903933	0.00010655959629937
2.7200000000000	-0.00051176019097436	0.00011669536332211
2.7300000000000	-0.00051236296520067	0.00012687822229519
2.7400000000000	-0.00051275687813126	0.00013710264245605
2.7500000000000	-0.00051294052194881	0.00014736303420377
2.7600000000000	-0.00051291268715086	0.00015765375783878
2.7700000000000	-0.00051267236462480	0.00016796913242988
2.7800000000000	-0.00051221874724559	0.00017830344477925
2.7900000000000	-0.00051155123099129	0.00018865095845520
2.8000000000000	-0.00051066941557340	0.00019900592286261
2.8100000000000	-0.00050957310458146	0.00020936258232061
2.8200000000000	-0.00050826230514328	0.00021971518511718
2.8300000000000	-0.00050673722710455	0.00023005799251086
2.8400000000000	-0.00050499828173336	0.00024038528764983
2.8500000000000	-0.00050304607995762	0.00025069138437945
2.8600000000000	-0.00050088143014506	0.00026097063591012
2.8700000000000	-0.00049850533543747	0.00027121744331796
2.8800000000000	-0.00049591899065281	0.00028142626385231
2.8900000000000	-0.00049312377877033	0.00029159161902472
2.9000000000000	-0.00049012126701571	0.00030170810245582
2.9100000000000	-0.00048691320256438	0.00031177038745770
2.9200000000000	-0.00048350150788297	0.00032177323433091
2.9300000000000	-0.00047988827572966	0.00033171149735690
2.9400000000000	-0.00047607576383557	0.00034158013146843
2.9500000000000	-0.00047206638929015	0.00035137419858197
2.9600000000000	-0.00046786272265433	0.00036108887357832
2.9700000000000	-0.00046346748182586	0.00037071944991913
2.9800000000000	-0.00045888352568166	0.00038026134488894
2.9900000000000	-0.00045411384752260	0.00038971010445446
3.0000000000000	-0.00044916156834593	0.00039906140773425
3.0100000000000	-0.00044402992997102	0.00040831107107413
3.0200000000000	-0.00043872228804362	0.00041745505172520
3.0300000000000	-0.00043324210494404	0.00042648945112340
3.0400000000000	-0.00042759294262380	0.00043541051777087
3.0500000000000	-0.00042177845539527	0.00044421464972132
3.0600000000000	-0.00041580238269798	0.00045289839667310
3.0700000000000	-0.00040966854186468	0.00046145846167513
3.0800000000000	-0.00040338082090935	0.00046989170245225
3.0900000000000	-0.00039694317135862	0.00047819513235799
3.1000000000000	-0.00039035960114709	0.00048636592096386
3.1100000000000	-0.00038363416759583	0.00049440139429539
3.1200000000000	-0.00037677097049252	0.00050229903472645
3.1300000000000	-0.00036977414529043	0.00051005648054381
3.1400000000000	-0.00036264785644230	0.00051767152519528
3.1500000000000	-0.00035539629088396	0.00052514211623503
3.1600000000000	-0.00034802365168139	0.00053246635398067
3.1700000000000	-0.00034053415185363	0.00053964248989689
3.1800000000000	-0.00033293200838275	0.00054666892472112
3.1900000000000	-0.00032522143642089	0.00055354420634685
3.2000000000000	-0.00031740664370309	0.00056026702748044
3.2100000000000	-0.00030949182517347	0.00056683622308766
3.2200000000000	-0.00030148115783140	0.00057325076764580
3.2300000000000	-0.00029337879580254	0.00057950977221771
3.2400000000000	-0.00028518886563930	0.00058561248136340
3.2500000000000	-0.00027691546185359	0.00059155826990539
3.2600000000000	-0.00026856264268413	0.00059734663956302
3.2700000000000	-0.00026013442609924	0.00060297721547115
3.2800000000000	-0.00025163478603549	0.00060844974259822
3.2900000000000	-0.00024306764887153	0.00061376408207797
3.3000000000000	-0.00023443689013539	0.00061892020746905
3.3100000000000	-0.00022574633144335	0.00062391820095613
3.3200000000000	-0.00021699973766715	0.00062875824950538
3.3300000000000	-0.00020820081432604	0.00063344064098707
3.3400000000000	-0.00019935320519948	0.00063796576027709
3.3500000000000	-0.00019046049015577	0.00064233408534883
3.3600000000000	-0.00018152618319124	0.00064654618336626
3.3700000000000	-0.00017255373067454	0.00065060270678825
3.3800000000000	-0.00016354650978991	0.00065450438949377
3.3900000000000	-0.00015450782717296	0.00065825204293701
3.4000000000000	-0.00014544091773247	0.00066184655234062
3.4100000000000	-0.00013634894365121	0.00066528887293480
3.4200000000000	-0.00012723499355871	0.00066858002624962
3.4300000000000	-0.00011810208186879	0.00067172109646680
3.4400000000000	-0.00010895314827442	0.00067471322683718
3.4500000000000	-9.9791057392612e-05	0.00067755761616919
3.4600000000000	-9.0618598551668e-05	0.00068025551539316
3.4700000000000	-8.1438485713559e-05	0.00068280822420603
3.4800000000000	-7.2253357523749e-05	0.00068521708780004
3.4900000000000	-6.3065777481243e-05	0.00068748349367896
3.5000000000000	-5.3878234221356e-05	0.00068960886856471
3.5100000000000	-4.4693141904080e-05	0.00069159467539680
3.5200000000000	-3.5512840700841e-05	0.00069344241042673
3.5300000000000	-2.6339597372653e-05	0.00069515360040886
3.5400000000000	-1.7175605932907e-05	0.00069672979988918
3.5500000000000	-8.0229883878700e-06	0.00069817258859279
3.5600000000000	1.1162044513238e-06	0.00069948356891079
3.5700000000000	1.0239992091851e-05	0.00070066436348678
3.5800000000000	1.9346463423438e-05	0.00070171661290309
3.5900000000000	2.8433775729863e-05	0.00070264197346645
3.6000000000000	3.7500153653263e-05	0.00070344211509258
3.6100000000000	4.6543888117083e-05	0.00070411871928909
3.6200000000000	5.5563335212753e-05	0.00070467347723574
3.6300000000000	6.4556915055457e-05	0.00070510808796104
3.6400000000000	7.3523110613959e-05	0.00070542425661380
3.6500000000000	8.2460466519120e-05	0.00070562369282855
3.6600000000000	9.1367587855848e-05	0.00070570810918304
3.6700000000000	0.00010024313894277	0.00070567921974638
3.6800000000000	0.00010908584210388	0.00070553873871612
3.6900000000000	0.00011789447643619	0.00070528837914237
3.7000000000000	0.00012666787657725	0.00070492985173734
3.7100000000000	0.00013540493147624	0.00070446486376816
3.7200000000000	0.00014410458317214	0.00070389511803132
3.7300000000000	0.00015276582558254	0.00070322231190647
3.7400000000000	0.00016138770330618	0.00070244813648795
3.7500000000000	0.00016996931044250	0.00070157427579178
3.7600000000000	0.00017850978943128	0.00070060240603637
3.7700000000000	0.00018700832991514	0.00069953419499475
3.7800000000000	0.00019546416762810	0.00069837130141661
3.7900000000000	0.00020387658331263	0.00069711537451814
3.8000000000000	0.00021224490166829	0.00069576805353764
3.8100000000000	0.00022056849033440	0.00069433096735530
3.8200000000000	0.00022884675890967	0.00069280573417522
3.8300000000000	0.00023707915801127	0.00069119396126777
3.8400000000000	0.00024526517837617	0.00068949724477088
3.8500000000000	0.00025340435000755	0.00068771716954825
3.8600000000000	0.00026149624136882	0.00068585530910310
3.8700000000000	0.00026954045862848	0.00068391322554580
3.8800000000000	0.00027753664495842	0.00068189246961385
3.8900000000000	0.00028548447988911	0.00067979458074274
3.9000000000000	0.00029338367872460	0.00067762108718631
3.9100000000000	0.00030123399202102	0.00067537350618511
3.9200000000000	0.00030903520513214	0.00067305334418157
3.9300000000000	0.00031678713782580	0.00067066209708044
3.9400000000000	0.00032448964397554	0.00066820125055333
3.9500000000000	0.00033214261133187	0.00066567228038605
3.9600000000000	0.00033974596137804	0.00066307665286726
3.9700000000000	0.00034729964927565	0.00066041582521728
3.9800000000000	0.00035480366390596	0.00065769124605544
3.9900000000000	0.00036225802801304	0.00065490435590471
4.0000000000000	0.00036966279845583	0.00065205658773176
4.0100000000000	0.00037701806657666	0.00064914936752097
4.0200000000000	0.00038432395869458	0.00064618411488022
4.0300000000000	0.00039158063673258	0.00064316224367646
4.0400000000000	0.00039878829898899	0.00064008516269840
4.0500000000000	0.00040594718106415	0.00063695427634384
4.0600000000000	0.00041305755695453	0.00063377098532774
4.0700000000000	0.00042011974032812	0.00063053668740771
4.0800000000000	0.00042713408599605	0.00062725277812215
4.0900000000000	0.00043410099159701	0.00062392065153548
4.1000000000000	0.00044102089951306	0.00062054170098443
4.1100000000000	0.00044789429903690	0.00061711731981757
4.1200000000000	0.00045472172881365	0.00061364890211934
4.1300000000000	0.00046150377958149	0.00061013784340731
4.1400000000000	0.00046824109723943	0.00060658554129107
4.1500000000000	0.00047493438627229	0.00060299339607601
4.1600000000000	0.00048158441356721	0.00059936281129566
4.1700000000000	0.00048819201265876	0.00059569519414960
4.1800000000000	0.00049475808844423	0.00059199195582251
4.1900000000000	0.00050128362241504	0.00058825451165301
4.2000000000000	0.00050776967845423	0.00058448428111663
4.2100000000000	0.00051421740925639	0.00058068268757980
4.2200000000000	0.00052062806343016	0.00057685115777268
4.2300000000000	0.00052700299335180	0.00057299112092117
4.2400000000000	0.00053334366384215	0.00056910400746408
4.2500000000000	0.00053965166174820	0.00056519124726998
4.2600000000000	0.00054592870651596	0.00056125426725074
4.2700000000000	0.00055217666184965	0.00055729448824927
4.2800000000000	0.00055839754855862	0.00055331332105715
4.2900000000000	0.00056459355869992	0.00054931216138811
4.3000000000000	0.00057076707113307	0.00054529238360415
4.3100000000000	0.00057692066860346	0.00054125533294844
4.3200000000000	0.00058305715648065	0.00053720231599770
4.3300000000000	0.00058917958327113	0.00053313458898925
4.3400000000000	0.00059529126302650	0.00052905334361606
4.3500000000000	0.00060139579975377	0.00052495968980725
4.3600000000000	0.00060749711391962	0.00052085463492238
4.3700000000000	0.00061359947110760	0.00051673905868528
4.3800000000000	0.00061970751284369	0.00051261368306135
4.3900000000000	0.00062582628954082	0.00050847903614078
4.4000000000000	0.00063196129541570	0.00050433540893019
4.4100000000000	0.00063811850510831	0.00050018280376841
4.4200000000000	0.00064430441155107	0.00049602087287321
4.4300000000000	0.00065052606440133	0.00049184884529371
4.4400000000000	0.00065679110803237	0.00048766544028996
4.4500000000000	0.00066310781765768	0.00048346876489138
4.4600000000000	0.00066948513162144	0.00047925619311952
4.4700000000000	0.00067593267717414	0.00047502422409898
4.4800000000000	0.00068246078615502	0.00047076831608076
4.4900000000000	0.00068908049584878	0.00046648269328099
4.5000000000000	0.00069580352885748	0.00046216012248685
4.5100000000000	0.00070264224405817	0.00045779165669073
4.5200000000000	0.00070960954859227	0.00045336634370465
4.5300000000000	0.00071671875831466	0.00044887089899506
4.5400000000000	0.00072398339126675	0.00044428934407214
4.5500000000000	0.00073141687561845	0.00043960261500133
4.5600000000000	0.00073903215035362	0.00043478815034319
4.5700000000000	0.00074684113416635	0.00042981947449433
4.5800000000000	0.00075485403619919	0.00042466580144270
4.5900000000000	0.00076307848238694	0.00041929169571825
4.6000000000000	0.00077151843465030	0.00041365684193725
4.6100000000000	0.00078017288886191	0.00040771599149950
4.6200000000000	0.00078903435367272	0.00040141917351573
4.6300000000000	0.00079808713834272	0.00039471227457415
4.6400000000000	0.00080730551585362	0.00038753810434872
4.6500000000000	0.00081665187855181	0.00037983806522033
4.6600000000000	0.00082607506562141	0.00037155452588199
4.6700000000000	0.00083550910854818	0.00036263395221594
4.6800000000000	0.00084487270008888	0.00035303076560092
4.6900000000000	0.00085406972516604	0.00034271177623021
4.7000000000000	0.00086299117450782	0.00033166088390940
4.7100000000000	0.00087151867010627	0.00031988357274877
4.7200000000000	0.00087952965161557	0.00030741058717542
4.7300000000000	0.00088690401187384	0.00029430011452969
4.7400000000000	0.00089353166543147	0.00028063786271364
4.7500000000000	0.00089932025424986	0.00026653463683944
4.7600000000000	0.00090420202357334	0.00025212137214174
4.7700000000000	0.00090813891016780	0.00023754200691530
4.7800000000000	0.00091112510265700	0.00022294497594157
4.7900000000000	0.00091318672388341	0.00020847436305854
4.8000000000000	0.00091437875462240	0.00019426179748172
4.8100000000000	0.00091477974667284	0.00018042000290261
4.8200000000000	0.00091448515873537	0.00016703856875504
4.8300000000000	0.00091360023946334	0.00015418210883764
4.8400000000000	0.00091223328932754	0.00014189060613084
4.8500000000000	0.00091048991406656	0.00013018148643172
4.8600000000000	0.00090846861337788	0.00011905284420608
4.8700000000000	0.00090625779634592	0.00010848724809885
4.8800000000000	0.00090393412234923	9.8455642882710e-05
4.8900000000000	0.00090156194802084	8.8920995406644e-05
4.9000000000000	0.00089919361144394	7.9841467734825e-05
4.9100000000000	0.00089687028700819	7.1173017506745e-05
4.9200000000000	0.00089462317831352	6.2871412925676e-05
4.9300000000000	0.00089247486488448	5.4893706614436e-05
4.9400000000000	0.00089044066886636	4.7199243306002e-05
4.9500000000000	0.00088852995298315	3.9750287661969e-05
4.9600000000000	0.00088674729750282	3.2512357033071e-05
4.9700000000000	0.00088509353117191	2.5454335219375e-05
4.9800000000000	0.00088356660992626	1.8548431253644e-05
4.9900000000000	0.00088216234922550	1.1770034549927e-05
5.0000000000000	0.00088087502276610	5.0975059499334e-06
5.0100000000000	0.00087969784360713	-1.4880659910028e-06
5.0200000000000	0.00087862334462165	-8.0031224948005e-06
5.0300000000000	0.00087764367458865	-1.4461891414097e-05
5.0400000000000	0.00087675082482624	-2.0876634035491e-05
5.0500000000000	0.00087593679946901	-2.7257876110909e-05
5.0600000000000	0.00087519374061253	-3.3614620042944e-05
5.0700000000000	0.00087451401773569	-3.9954536988753e-05
5.0800000000000	0.00087389028916789	-4.6284138879492e-05
5.0900000000000	0.00087331554192357	-5.2608931141054e-05
5.1000000000000	0.00087278311499820	-5.8933547369313e-05
5.1100000000000	0.00087228671018650	-6.5261867458868e-05
5.1200000000000	0.00087182039363430	-7.1597120779728e-05
5.1300000000000	0.00087137859064083	-7.7941975989702e-05
5.1400000000000	0.00087095607567108	-8.4298619003636e-05
5.1500000000000	0.00087054795908785	-9.0668820537213e-05
5.1600000000000	0.00087014967175902	-9.7053994520252e-05
5.1700000000000	0.00086975694841471	-0.00010345524854755
5.1800000000000	0.00086936581040783	-0.00010987342740702
5.1900000000000	0.00086897254836112	-0.00011630915060573
5.2000000000000	0.00086857370504939	-0.00012276284470127
5.2100000000000	0.00086816605876371	-0.00012923477114474
5.2200000000000	0.00086774660732537	-0.00013572505024981
5.2300000000000	0.00086731255285810	-0.00014223368182125
5.2400000000000	0.00086686128738172	-0.00014876056290440
5.2500000000000	0.00086639037925728	-0.00015530550305475
5.2600000000000	0.00086589756048913	-0.00016186823747140
5.2700000000000	0.00086538071487171	-0.00016844843829133
5.2800000000000	0.00086483786695617	-0.00017504572429978
5.2900000000000	0.00086426717180424	-0.00018165966927661
5.3000000000000	0.00086366690549029	-0.00018828980916798
5.3100000000000	0.00086303545631067	-0.00019493564824612
5.3200000000000	0.00086237131665695	-0.00020159666439717
5.3300000000000	0.00086167307551008	-0.00020827231365783
5.3400000000000	0.00086093941151308	-0.00021496203410440
5.3500000000000	0.00086016908658109	-0.00022166524918366
5.3600000000000	0.00085936094000943	-0.00022838137056246
5.3700000000000	0.00085851388304217	-0.00023510980056235
5.3800000000000	0.00085762689386614	-0.00024184993423629
5.3900000000000	0.00085669901299724	-0.00024860116113684
5.4000000000000	0.00085572933902816	-0.00025536286681818
5.4100000000000	0.00085471702470897	-0.00026213443410881
5.4200000000000	0.00085366127333386	-0.00026891524418639
5.4300000000000	0.00085256133540960	-0.00027570467748233
5.4400000000000	0.00085141650558292	-0.00028250211443956
5.4500000000000	0.00085022611980588	-0.00028930693614402
5.4600000000000	0.00084898955272018	-0.00029611852484759
5.4700000000000	0.00084770621524253	-0.00030293626439765
5.4800000000000	0.00084637555233493	-0.00030975954058663
5.4900000000000	0.00084499704094491	-0.00031658774143287
5.5000000000000	0.00084357018810217	-0.00032342025740289
5.5100000000000	0.00084209452915887	-0.00033025648158347
5.5200000000000	0.00084056962616226	-0.00033709580981111
5.5300000000000	0.00083899506634896	-0.00034393764076531
5.5400000000000	0.00083737046075139	-0.00035078137603116
5.5500000000000	0.00083569544290723	-0.00035762642013612
5.5600000000000	0.00083396966766406	-0.00036447218056525
5.5700000000000	0.00083219281007150	-0.00037131806775829
5.5800000000000	0.00083036456435417	-0.00037816349509205
5.5900000000000	0.00082848464295905	-0.00038500787885037
5.6000000000000	0.00082655277567162	-0.00039185063818446
5.6100000000000	0.00082456870879541	-0.00039869119506520
5.6200000000000	0.00082253220439009	-0.00040552897422950
5.6300000000000	0.00082044303956367	-0.00041236340312190
5.6400000000000	0.00081830100581471	-0.00041919391183285
5.6500000000000	0.00081610590842076	-0.00042601993303482
5.6600000000000	0.00081385756586953	-0.00043284090191700
5.6700000000000	0.00081155580932963	-0.00043965625611948
5.6800000000000	0.00080920048215789	-0.00044646543566769
5.6900000000000	0.00080679143944066	-0.00045326788290740
5.7000000000000	0.00080432854756635	-0.00046006304244108
5.7100000000000	0.00080181168382727	-0.00046685036106577
5.7200000000000	0.00079924073604824	-0.00047362928771288
5.7300000000000	0.00079661560224030	-0.00048039927339033
5.7400000000000	0.00079393619027762	-0.00048715977112693
5.7500000000000	0.00079120241759579	-0.00049391023591949
5.7600000000000	0.00078841421091019	-0.00050065012468269
5.7700000000000	0.00078557150595286	-0.00050737889620167
5.7800000000000	0.00078267424722647	-0.00051409601108772
5.7900000000000	0.00077972238777430	-0.00052080093173676
5.8000000000000	0.00077671588896508	-0.00052749312229097
5.8100000000000	0.00077365472029151	-0.00053417204860338
5.8200000000000	0.00077053885918163	-0.00054083717820539
