freq	Re	Im
2.7000000000000	16.019509647203	28.342219250330
2.7100000000000	15.645747850905	28.291943986540
2.7200000000000	15.276548454640	28.231163823103
2.7300000000000	14.912325228375	28.160235437077
2.7400000000000	14.553462284117	28.079533001926
2.7500000000000	14.200313541560	27.989445529015
2.7600000000000	13.853202447584	27.890374247800
2.7700000000000	13.512421935617	27.782730049334
2.7800000000000	13.178234608673	27.666931014865
2.7900000000000	12.850873128135	27.543400048466
2.8000000000000	12.530540789094	27.412562629627
2.8100000000000	12.217412262225	27.274844698772
2.8200000000000	11.911634481805	27.130670685814
2.8300000000000	11.613327659429	26.980461689038
2.8400000000000	11.322586403315	26.824633809059
2.8500000000000	11.039480923709	26.663596640156
2.8600000000000	10.764058305725	26.497751919132
2.8700000000000	10.496343832046	26.327492329918
2.8800000000000	10.236342339080	26.153200460427
2.8900000000000	9.9840395915197	25.975247906748
2.9000000000000	9.7394036616145	25.793994518573
2.9100000000000	9.5023863009017	25.609787778764
2.9200000000000	9.2729242935724	25.422962309275
2.9300000000000	9.0509407820547	25.233839495043
2.9400000000000	8.8363465567636	25.042727217177
2.9500000000000	8.6290413032712	24.849919686535
2.9600000000000	8.4289148013812	24.655697368773
2.9700000000000	8.2358480717354	24.460326992012
2.9800000000000	8.0497144666341	24.264061628485
2.9900000000000	7.8703807027070	24.067140841779
3.0000000000000	7.6977078339347	23.869790891661
3.0100000000000	7.5315521642805	23.672224988854
3.0200000000000	7.3717660998650	23.474643592604
3.0300000000000	7.2181989411933	23.277234744325
3.0400000000000	7.0706976164398	23.080174431095
3.0500000000000	6.9291073572093	22.883626973306
3.0600000000000	6.7932723185339	22.687745431203
3.0700000000000	6.6630361451399	22.492672025585
3.0800000000000	6.5382424862289	22.298538568384
3.0900000000000	6.4187354611783	22.105466899284
3.1000000000000	6.3043600786747	21.913569324986
3.1100000000000	6.1949626118621	21.722949058134
3.1200000000000	6.0903909321190	21.533700653264
3.1300000000000	5.9904948040767	21.345910437537
3.1400000000000	5.8951261444662	21.159656934307
3.1500000000000	5.8041392473330	20.975011277891
3.1600000000000	5.7173909780913	20.792037618183
3.1700000000000	5.6347409388094	20.610793513986
3.1800000000000	5.5560516070267	20.431330314181
3.1900000000000	5.4811884503012	20.253693526035
3.2000000000000	5.4100200185812	20.077923170137
3.2100000000000	5.3424180163846	19.904054121599
3.2200000000000	5.2782573566574	19.732116437319
3.2300000000000	5.2174161980702	19.562135669192
3.2400000000000	5.1597759674003	19.394133163288
3.2500000000000	5.1052213685366	19.228126345100
3.2600000000000	5.0536403795385	19.064128991018
3.2700000000000	5.0049242390756	18.902151486287
3.2800000000000	4.9589674234740	18.742201069740
3.2900000000000	4.9156676155025	18.584282065628
3.3000000000000	4.8749256659374	18.428396102940
3.3100000000000	4.8366455488614	18.274542322595
3.3200000000000	4.8007343115684	18.122717572937
3.3300000000000	4.7671020198701	17.972916593966
3.3400000000000	4.7356616995297	17.825132190749
3.3500000000000	4.7063292744771	17.679355396456
3.3600000000000	4.6790235024028	17.535575625481
3.3700000000000	4.6536659082639	17.393780817098
3.3800000000000	4.6301807161861	17.253957570077
3.3900000000000	4.6084947801927	17.116091268732
3.4000000000000	4.5885375141475	16.980166200792
3.4100000000000	4.5702408212559	16.846165667543
3.4200000000000	4.5535390234281	16.714072086630
3.4300000000000	4.5383687907744	16.583867087915
3.4400000000000	4.5246690714710	16.455531602780
3.4500000000000	4.5123810222009	16.329045947228
3.4600000000000	4.5014479393524	16.204389899145
3.4700000000000	4.4918151911308	16.081542770050
3.4800000000000	4.4834301507156	15.960483471667
3.4900000000000	4.4762421305778	15.841190577615
3.5000000000000	4.4702023180524	15.723642380518
3.5100000000000	4.4652637122451	15.607816944813
3.5200000000000	4.4613810623375	15.493692155517
3.5300000000000	4.4585108073422	15.381245763211
3.5400000000000	4.4566110173467	15.270455425481
3.5500000000000	4.4556413362764	15.161298745031
3.5600000000000	4.4555629261949	15.053753304700
3.5700000000000	4.4563384131543	14.947796699568
3.5800000000000	4.4579318345993	14.843406566353
3.5900000000000	4.4603085883226	14.740560610276
3.6000000000000	4.4634353829657	14.639236629563
3.6100000000000	4.4672801900491	14.539412537742
3.6200000000000	4.4718121975196	14.441066383891
3.6300000000000	4.4770017647902	14.344176370977
3.6400000000000	4.4828203792526	14.248720872406
3.6500000000000	4.4892406142332	14.154678446934
3.6600000000000	4.4962360883675	14.062027852034
3.6700000000000	4.5037814263601	13.970748055833
3.6800000000000	4.5118522211010	13.880818247733
3.6900000000000	4.5204249971042	13.792217847801
3.7000000000000	4.5294771752360	13.704926515020
3.7100000000000	4.5389870386989	13.618924154490
3.7200000000000	4.5489337002356	13.534190923655
3.7300000000000	4.5592970705200	13.450707237627
3.7400000000000	4.5700578276989	13.368453773683
3.7500000000000	4.5811973880509	13.287411474993
3.7600000000000	4.5926978777268	13.207561553642
3.7700000000000	4.6045421055386	13.128885493002
3.7800000000000	4.6167135367622	13.051365049505
3.7900000000000	4.6291962679210	12.974982253868
3.8000000000000	4.6419750025181	12.899719411813
3.8100000000000	4.6550350276834	12.825559104328
3.8200000000000	4.6683621917062	12.752484187500
3.8300000000000	4.6819428824209	12.680477791974
3.8400000000000	4.6957640064163	12.609523322046
3.8500000000000	4.7098129690397	12.539604454451
3.8600000000000	4.7240776551655	12.470705136849
3.8700000000000	4.7385464107035	12.402809586058
3.8800000000000	4.7532080248159	12.335902286044
3.8900000000000	4.7680517128215	12.269967985699
3.9000000000000	4.7830670997569	12.204991696428
3.9100000000000	4.7982442045739	12.140958689564
