freq	z
3.7500000000000	1.120940
3.7600000000000	1.120448
3.7700000000000	1.120030
3.7800000000000	1.119685
3.7900000000000	1.119410
3.8000000000000	1.119204
3.8100000000000	1.119066
3.8200000000000	1.118994
3.8300000000000	1.118985
3.8400000000000	1.119040
3.8500000000000	1.119155
3.8600000000000	1.119330
3.8700000000000	1.119562
3.8800000000000	1.119851
3.8900000000000	1.120195
3.9000000000000	1.120591
3.9100000000000	1.121040
3.9200000000000	1.121539
3.9300000000000	1.122087
3.9400000000000	1.122682
3.9500000000000	1.123324
3.9600000000000	1.124010
3.9700000000000	1.124740
3.9800000000000	1.125512
3.9900000000000	1.126324
4.0000000000000	1.127177
4.0100000000000	1.128068
4.0200000000000	1.128996
4.0300000000000	1.129960
4.0400000000000	1.130959
4.0500000000000	1.131991
4.0600000000000	1.133057
4.0700000000000	1.134154
4.0800000000000	1.135282
4.0900000000000	1.136440
4.1000000000000	1.137627
4.1100000000000	1.138841
4.1200000000000	1.140082
4.1300000000000	1.141349
4.1400000000000	1.142642
4.1500000000000	1.143959
4.1600000000000	1.145299
4.1700000000000	1.146662
4.1800000000000	1.148047
4.1900000000000	1.149453
4.2000000000000	1.150880
4.2100000000000	1.152327
4.2200000000000	1.153793
4.2300000000000	1.155277
4.2400000000000	1.156779
4.2500000000000	1.158299
4.2600000000000	1.159835
4.2700000000000	1.161387
4.2800000000000	1.162955
4.2900000000000	1.164538
4.3000000000000	1.166135
4.3100000000000	1.167747
4.3200000000000	1.169371
4.3300000000000	1.171009
4.3400000000000	1.172659
4.3500000000000	1.174321
4.3600000000000	1.175995
4.3700000000000	1.177680
4.3800000000000	1.179375
4.3900000000000	1.181081
4.4000000000000	1.182797
4.4100000000000	1.184522
4.4200000000000	1.186257
4.4300000000000	1.188000
4.4400000000000	1.189752
4.4500000000000	1.191512
4.4600000000000	1.193279
4.4700000000000	1.195054
4.4800000000000	1.196836
4.4900000000000	1.198625
4.5000000000000	1.200420
4.5100000000000	1.202221
4.5200000000000	1.204028
4.5300000000000	1.205841
4.5400000000000	1.207659
4.5500000000000	1.209482
4.5600000000000	1.211310
4.5700000000000	1.213143
4.5800000000000	1.214979
4.5900000000000	1.216820
4.6000000000000	1.218664
4.6100000000000	1.220512
4.6200000000000	1.222363
4.6300000000000	1.224217
4.6400000000000	1.226074
4.6500000000000	1.227933
4.6600000000000	1.229795
4.6700000000000	1.231659
4.6800000000000	1.233525
4.6900000000000	1.235392
4.7000000000000	1.237262
4.7100000000000	1.239132
4.7200000000000	1.241004
4.7300000000000	1.242876
4.7400000000000	1.244750
4.7500000000000	1.246624
4.7600000000000	1.248498
4.7700000000000	1.250372
4.7800000000000	1.252247
4.7900000000000	1.254121
4.8000000000000	1.255995
4.8100000000000	1.257869
4.8200000000000	1.259742
4.8300000000000	1.261614
4.8400000000000	1.263485
4.8500000000000	1.265356
4.8600000000000	1.267224
4.8700000000000	1.269092
4.8800000000000	1.270958
4.8900000000000	1.272822
4.9000000000000	1.274684
4.9100000000000	1.276544
4.9200000000000	1.278402
4.9300000000000	1.280258
4.9400000000000	1.282111
4.9500000000000	1.283962
4.9600000000000	1.285810
4.9700000000000	1.287655
4.9800000000000	1.289498
4.9900000000000	1.291337
5.0000000000000	1.293173
5.0100000000000	1.295005
5.0200000000000	1.296834
5.0300000000000	1.298660
5.0400000000000	1.300481
5.0500000000000	1.302299
5.0600000000000	1.304113
5.0700000000000	1.305923
5.0800000000000	1.307729
5.0900000000000	1.309530
5.1000000000000	1.311327
5.1100000000000	1.313119
5.1200000000000	1.314907
5.1300000000000	1.316689
5.1400000000000	1.318467
5.1500000000000	1.320240
5.1600000000000	1.322008
5.1700000000000	1.323771
5.1800000000000	1.325528
5.1900000000000	1.327281
5.2000000000000	1.329027
5.2100000000000	1.330768
5.2200000000000	1.332503
5.2300000000000	1.334233
5.2400000000000	1.335956
5.2500000000000	1.337674
5.2600000000000	1.339385
5.2700000000000	1.341090
5.2800000000000	1.342789
5.2900000000000	1.344482
5.3000000000000	1.346168
5.3100000000000	1.347848
5.3200000000000	1.349520
5.3300000000000	1.351187
5.3400000000000	1.352846
5.3500000000000	1.354499
5.3600000000000	1.356144
5.3700000000000	1.357783
5.3800000000000	1.359414
5.3900000000000	1.361038
5.4000000000000	1.362655
5.4100000000000	1.364264
5.4200000000000	1.365866
5.4300000000000	1.367461
5.4400000000000	1.369047
5.4500000000000	1.370626
5.4600000000000	1.372198
5.4700000000000	1.373761
5.4800000000000	1.375316
5.4900000000000	1.376864
5.5000000000000	1.378403
5.5100000000000	1.379935
5.5200000000000	1.381458
5.5300000000000	1.382972
5.5400000000000	1.384479
5.5500000000000	1.385977
5.5600000000000	1.387466
5.5700000000000	1.388947
5.5800000000000	1.390419
5.5900000000000	1.391883
5.6000000000000	1.393338
5.6100000000000	1.394784
5.6200000000000	1.396221
5.6300000000000	1.397650
5.6400000000000	1.399069
5.6500000000000	1.400479
5.6600000000000	1.401880
5.6700000000000	1.403272
5.6800000000000	1.404655
5.6900000000000	1.406028
5.7000000000000	1.407392
5.7100000000000	1.408747
5.7200000000000	1.410092
5.7300000000000	1.411428
5.7400000000000	1.412754
5.7500000000000	1.414071
5.7600000000000	1.415378
5.7700000000000	1.416675
5.7800000000000	1.417963
5.7900000000000	1.419241
5.8000000000000	1.420509
5.8100000000000	1.421767
5.8200000000000	1.423015
5.8300000000000	1.424253
5.8400000000000	1.425481
5.8500000000000	1.426699
5.8600000000000	1.427907
5.8700000000000	1.429105
5.8800000000000	1.430293
5.8900000000000	1.431470
5.9000000000000	1.432637
5.9100000000000	1.433794
5.9200000000000	1.434941
5.9300000000000	1.436077
5.9400000000000	1.437203
5.9500000000000	1.438318
5.9600000000000	1.439423
5.9700000000000	1.440517
5.9800000000000	1.441601
5.9900000000000	1.442674
6.0000000000000	1.443737
6.0100000000000	1.444789
6.0200000000000	1.445830
6.0300000000000	1.446861
6.0400000000000	1.447881
6.0500000000000	1.448890
6.0600000000000	1.449888
6.0700000000000	1.450876
6.0800000000000	1.451853
6.0900000000000	1.452819
6.1000000000000	1.453774
6.1100000000000	1.454719
6.1200000000000	1.455652
6.1300000000000	1.456574
6.1400000000000	1.457486
6.1500000000000	1.458387
6.1600000000000	1.459276
6.1700000000000	1.460155
6.1800000000000	1.461023
6.1900000000000	1.461879
6.2000000000000	1.462725
6.2100000000000	1.463559
6.2200000000000	1.464383
6.2300000000000	1.465195
6.2400000000000	1.465997
6.2500000000000	1.466787
6.2600000000000	1.467566
6.2700000000000	1.468334
6.2800000000000	1.469091
6.2900000000000	1.469837
6.3000000000000	1.470571
6.3100000000000	1.471295
6.3200000000000	1.472007
6.3300000000000	1.472709
6.3400000000000	1.473399
6.3500000000000	1.474078
6.3600000000000	1.474746
6.3700000000000	1.475402
6.3800000000000	1.476048
6.3900000000000	1.476682
6.4000000000000	1.477306
6.4100000000000	1.477918
6.4200000000000	1.478519
6.4300000000000	1.479108
6.4400000000000	1.479687
6.4500000000000	1.480255
6.4600000000000	1.480811
6.4700000000000	1.481357
6.4800000000000	1.481891
6.4900000000000	1.482414
6.5000000000000	1.482926
6.5100000000000	1.483427
6.5200000000000	1.483917
6.5300000000000	1.484396
6.5400000000000	1.484863
6.5500000000000	1.485320
6.5600000000000	1.485766
6.5700000000000	1.486201
6.5800000000000	1.486624
6.5900000000000	1.487037
6.6000000000000	1.487439
6.6100000000000	1.487830
6.6200000000000	1.488210
6.6300000000000	1.488579
6.6400000000000	1.488937
6.6500000000000	1.489284
6.6600000000000	1.489620
6.6700000000000	1.489946
6.6800000000000	1.490261
6.6900000000000	1.490565
6.7000000000000	1.490858
6.7100000000000	1.491140
6.7200000000000	1.491412
6.7300000000000	1.491673
6.7400000000000	1.491924
6.7500000000000	1.492163
6.7600000000000	1.492393
6.7700000000000	1.492611
6.7800000000000	1.492819
6.7900000000000	1.493017
6.8000000000000	1.493204
6.8100000000000	1.493380
6.8200000000000	1.493546
6.8300000000000	1.493702
6.8400000000000	1.493847
6.8500000000000	1.493982
6.8600000000000	1.494106
6.8700000000000	1.494221
6.8800000000000	1.494325
6.8900000000000	1.494418
6.9000000000000	1.494502
6.9100000000000	1.494576
6.9200000000000	1.494639
6.9300000000000	1.494692
6.9400000000000	1.494735
6.9500000000000	1.494769
6.9600000000000	1.494792
6.9700000000000	1.494805
6.9800000000000	1.494809
6.9900000000000	1.494802
7.0000000000000	1.494786
7.0100000000000	1.494760
7.0200000000000	1.494724
7.0300000000000	1.494679
7.0400000000000	1.494624
7.0500000000000	1.494559
7.0600000000000	1.494485
7.0700000000000	1.494401
7.0800000000000	1.494308
7.0900000000000	1.494205
7.1000000000000	1.494093
7.1100000000000	1.493971
7.1200000000000	1.493841
7.1300000000000	1.493700
7.1400000000000	1.493551
7.1500000000000	1.493393
7.1600000000000	1.493225
7.1700000000000	1.493049
7.1800000000000	1.492863
7.1900000000000	1.492668
7.2000000000000	1.492465
7.2100000000000	1.492252
7.2200000000000	1.492031
7.2300000000000	1.491801
7.2400000000000	1.491562
7.2500000000000	1.491314
7.2600000000000	1.491058
7.2700000000000	1.490793
7.2800000000000	1.490520
7.2900000000000	1.490238
7.3000000000000	1.489948
7.3100000000000	1.489649
7.3200000000000	1.489342
7.3300000000000	1.489027
7.3400000000000	1.488703
7.3500000000000	1.488371
7.3600000000000	1.488032
7.3700000000000	1.487684
7.3800000000000	1.487328
7.3900000000000	1.486964
7.4000000000000	1.486592
7.4100000000000	1.486212
7.4200000000000	1.485824
7.4300000000000	1.485429
7.4400000000000	1.485026
7.4500000000000	1.484615
7.4600000000000	1.484197
7.4700000000000	1.483771
7.4800000000000	1.483338
7.4900000000000	1.482897
7.5000000000000	1.482449
7.5100000000000	1.481993
7.5200000000000	1.481530
7.5300000000000	1.481060
7.5400000000000	1.480583
7.5500000000000	1.480099
7.5600000000000	1.479607
7.5700000000000	1.479109
7.5800000000000	1.478604
7.5900000000000	1.478092
7.6000000000000	1.477573
7.6100000000000	1.477047
7.6200000000000	1.476514
7.6300000000000	1.475975
7.6400000000000	1.475429
7.6500000000000	1.474877
7.6600000000000	1.474318
7.6700000000000	1.473753
7.6800000000000	1.473182
7.6900000000000	1.472604
7.7000000000000	1.472019
7.7100000000000	1.471429
7.7200000000000	1.470833
7.7300000000000	1.470230
7.7400000000000	1.469621
7.7500000000000	1.469007
7.7600000000000	1.468386
7.7700000000000	1.467760
7.7800000000000	1.467128
7.7900000000000	1.466490
7.8000000000000	1.465846
7.8100000000000	1.465197
7.8200000000000	1.464542
7.8300000000000	1.463881
7.8400000000000	1.463216
7.8500000000000	1.462544
7.8600000000000	1.461868
7.8700000000000	1.461186
7.8800000000000	1.460499
7.8900000000000	1.459806
7.9000000000000	1.459109
7.9100000000000	1.458406
7.9200000000000	1.457699
7.9300000000000	1.456987
7.9400000000000	1.456269
7.9500000000000	1.455547
7.9600000000000	1.454820
7.9700000000000	1.454088
7.9800000000000	1.453352
7.9900000000000	1.452611
8.0000000000000	1.451866
8.0100000000000	1.451116
8.0200000000000	1.450361
8.0300000000000	1.449602
8.0400000000000	1.448839
8.0500000000000	1.448072
8.0600000000000	1.447300
8.0700000000000	1.446524
8.0800000000000	1.445744
8.0900000000000	1.444960
8.1000000000000	1.444172
8.1100000000000	1.443380
8.1200000000000	1.442585
8.1300000000000	1.441785
8.1400000000000	1.440982
8.1500000000000	1.440175
8.1600000000000	1.439364
8.1700000000000	1.438549
8.1800000000000	1.437731
8.1900000000000	1.436910
8.2000000000000	1.436085
8.2100000000000	1.435257
8.2200000000000	1.434425
8.2300000000000	1.433590
8.2400000000000	1.432752
8.2500000000000	1.431911
8.2600000000000	1.431066
8.2700000000000	1.430219
8.2800000000000	1.429368
8.2900000000000	1.428515
8.3000000000000	1.427658
8.3100000000000	1.426799
8.3200000000000	1.425937
8.3300000000000	1.425072
8.3400000000000	1.424204
8.3500000000000	1.423334
8.3600000000000	1.422461
8.3700000000000	1.421586
8.3800000000000	1.420708
8.3900000000000	1.419828
8.4000000000000	1.418945
8.4100000000000	1.418060
8.4200000000000	1.417173
8.4300000000000	1.416284
8.4400000000000	1.415392
8.4500000000000	1.414498
8.4600000000000	1.413602
8.4700000000000	1.412704
8.4800000000000	1.411804
8.4900000000000	1.410902
8.5000000000000	1.409999
8.5100000000000	1.409093
8.5200000000000	1.408186
8.5300000000000	1.407277
8.5400000000000	1.406366
8.5500000000000	1.405453
8.5600000000000	1.404539
8.5700000000000	1.403624
8.5800000000000	1.402707
8.5900000000000	1.401788
8.6000000000000	1.400868
8.6100000000000	1.399947
8.6200000000000	1.399025
8.6300000000000	1.398101
8.6400000000000	1.397176
8.6500000000000	1.396250
8.6600000000000	1.395323
8.6700000000000	1.394395
8.6800000000000	1.393465
8.6900000000000	1.392535
8.7000000000000	1.391604
8.7100000000000	1.390672
8.7200000000000	1.389739
8.7300000000000	1.388806
8.7400000000000	1.387872
8.7500000000000	1.386937
8.7600000000000	1.386001
8.7700000000000	1.385065
8.7800000000000	1.384128
8.7900000000000	1.383191
8.8000000000000	1.382254
8.8100000000000	1.381316
8.8200000000000	1.380377
8.8300000000000	1.379439
8.8400000000000	1.378500
8.8500000000000	1.377561
8.8600000000000	1.376621
8.8700000000000	1.375682
8.8800000000000	1.374742
8.8900000000000	1.373803
8.9000000000000	1.372863
8.9100000000000	1.371924
8.9200000000000	1.370984
8.9300000000000	1.370045
8.9400000000000	1.369106
8.9500000000000	1.368167
8.9600000000000	1.367229
8.9700000000000	1.366291
8.9800000000000	1.365353
8.9900000000000	1.364415
9.0000000000000	1.363478
9.0100000000000	1.362542
9.0200000000000	1.361606
9.0300000000000	1.360671
9.0400000000000	1.359736
9.0500000000000	1.358802
9.0600000000000	1.357869
9.0700000000000	1.356936
9.0800000000000	1.356005
9.0900000000000	1.355074
9.1000000000000	1.354144
9.1100000000000	1.353215
9.1200000000000	1.352287
9.1300000000000	1.351360
9.1400000000000	1.350434
9.1500000000000	1.349509
9.1600000000000	1.348586
9.1700000000000	1.347663
9.1800000000000	1.346742
9.1900000000000	1.345822
9.2000000000000	1.344903
9.2100000000000	1.343986
9.2200000000000	1.343071
9.2300000000000	1.342156
9.2400000000000	1.341243
9.2500000000000	1.340332
9.2600000000000	1.339423
9.2700000000000	1.338515
9.2800000000000	1.337608
9.2900000000000	1.336704
9.3000000000000	1.335801
9.3100000000000	1.334900
9.3200000000000	1.334001
9.3300000000000	1.333104
9.3400000000000	1.332208
9.3500000000000	1.331315
9.3600000000000	1.330424
9.3700000000000	1.329535
9.3800000000000	1.328647
9.3900000000000	1.327763
9.4000000000000	1.326880
9.4100000000000	1.326000
9.4200000000000	1.325121
9.4300000000000	1.324246
9.4400000000000	1.323372
9.4500000000000	1.322501
9.4600000000000	1.321633
9.4700000000000	1.320767
9.4800000000000	1.319903
9.4900000000000	1.319043
9.5000000000000	1.318185
9.5100000000000	1.317329
9.5200000000000	1.316477
9.5300000000000	1.315627
9.5400000000000	1.314780
9.5500000000000	1.313936
9.5600000000000	1.313094
9.5700000000000	1.312256
9.5800000000000	1.311421
9.5900000000000	1.310589
9.6000000000000	1.309760
9.6100000000000	1.308934
9.6200000000000	1.308112
9.6300000000000	1.307292
9.6400000000000	1.306476
9.6500000000000	1.305664
9.6600000000000	1.304854
9.6700000000000	1.304049
9.6800000000000	1.303246
9.6900000000000	1.302447
9.7000000000000	1.301652
9.7100000000000	1.300861
9.7200000000000	1.300073
9.7300000000000	1.299289
9.7400000000000	1.298509
9.7500000000000	1.297732
9.7600000000000	1.296960
9.7700000000000	1.296191
9.7800000000000	1.295427
9.7900000000000	1.294666
9.8000000000000	1.293910
9.8100000000000	1.293158
9.8200000000000	1.292410
9.8300000000000	1.291666
9.8400000000000	1.290926
9.8500000000000	1.290191
9.8600000000000	1.289461
9.8700000000000	1.288734
9.8800000000000	1.288013
9.8900000000000	1.287296
9.9000000000000	1.286583
9.9100000000000	1.285875
9.9200000000000	1.285172
9.9300000000000	1.284474
9.9400000000000	1.283781
9.9500000000000	1.283092
9.9600000000000	1.282409
9.9700000000000	1.281730
9.9800000000000	1.281057
9.9900000000000	1.280389
10.000000000000	1.279726
10.010000000000	1.279068
10.020000000000	1.278415
10.030000000000	1.277768
10.040000000000	1.277127
10.050000000000	1.276491
10.060000000000	1.275860
10.070000000000	1.275235
10.080000000000	1.274616
10.090000000000	1.274002
10.100000000000	1.273395
10.110000000000	1.272793
10.120000000000	1.272197
10.130000000000	1.271607
10.140000000000	1.271023
10.150000000000	1.270446
10.160000000000	1.269874
10.170000000000	1.269309
10.180000000000	1.268750
10.190000000000	1.268198
10.200000000000	1.267652
10.210000000000	1.267112
10.220000000000	1.266579
10.230000000000	1.266053
10.240000000000	1.265534
10.250000000000	1.265021
10.260000000000	1.264516
10.270000000000	1.264017
10.280000000000	1.263525
10.290000000000	1.263041
10.300000000000	1.262563
10.310000000000	1.262093
10.320000000000	1.261631
10.330000000000	1.261176
10.340000000000	1.260728
10.350000000000	1.260288
10.360000000000	1.259855
10.370000000000	1.259430
10.380000000000	1.259013
10.390000000000	1.258604
10.400000000000	1.258203
10.410000000000	1.257810
10.420000000000	1.257426
10.430000000000	1.257049
10.440000000000	1.256681
10.450000000000	1.256321
10.460000000000	1.255970
10.470000000000	1.255627
10.480000000000	1.255293
10.490000000000	1.254968
10.500000000000	1.254651
10.510000000000	1.254344
10.520000000000	1.254045
10.530000000000	1.253756
10.540000000000	1.253476
10.550000000000	1.253206
10.560000000000	1.252944
10.570000000000	1.252693
10.580000000000	1.252451
10.590000000000	1.252218
10.600000000000	1.251996
10.610000000000	1.251783
10.620000000000	1.251581
10.630000000000	1.251389
10.640000000000	1.251207
10.650000000000	1.251035
10.660000000000	1.250874
10.670000000000	1.250723
10.680000000000	1.250583
10.690000000000	1.250454
10.700000000000	1.250336
10.710000000000	1.250229
10.720000000000	1.250133
10.730000000000	1.250048
10.740000000000	1.249975
10.750000000000	1.249913
10.760000000000	1.249863
10.770000000000	1.249825
10.780000000000	1.249799
10.790000000000	1.249784
10.800000000000	1.249782
10.810000000000	1.249792
10.820000000000	1.249815
10.830000000000	1.249850
10.840000000000	1.249897
10.850000000000	1.249958
10.860000000000	1.250032
10.870000000000	1.250118
10.880000000000	1.250218
10.890000000000	1.250332
10.900000000000	1.250459
10.910000000000	1.250599
10.920000000000	1.250754
10.930000000000	1.250922
10.940000000000	1.251105
10.950000000000	1.251302
10.960000000000	1.251513
10.970000000000	1.251740
10.980000000000	1.251981
10.990000000000	1.252237
11.000000000000	1.252508
11.010000000000	1.252794
11.020000000000	1.253096
11.030000000000	1.253414
11.040000000000	1.253747
11.050000000000	1.254097
11.060000000000	1.254463
11.070000000000	1.254845
11.080000000000	1.255244
11.090000000000	1.255660
11.100000000000	1.256092
11.110000000000	1.256542
11.120000000000	1.257010
11.130000000000	1.257495
11.140000000000	1.257998
11.150000000000	1.258518
11.160000000000	1.259058
11.170000000000	1.259615
11.180000000000	1.260192
11.190000000000	1.260787
11.200000000000	1.261402
11.210000000000	1.262036
11.220000000000	1.262690
11.230000000000	1.263363
11.240000000000	1.264057
11.250000000000	1.264771
11.260000000000	1.265506
11.270000000000	1.266262
11.280000000000	1.267039
11.290000000000	1.267838
11.300000000000	1.268659
11.310000000000	1.269501
11.320000000000	1.270366
11.330000000000	1.271254
11.340000000000	1.272164
11.350000000000	1.273098
11.360000000000	1.274056
11.370000000000	1.275037
11.380000000000	1.276043
11.390000000000	1.277073
11.400000000000	1.278129
11.410000000000	1.279209
11.420000000000	1.280315
11.430000000000	1.281447
11.440000000000	1.282606
11.450000000000	1.283791
11.460000000000	1.285004
11.470000000000	1.286244
11.480000000000	1.287511
11.490000000000	1.288808
11.500000000000	1.290133
11.510000000000	1.291487
11.520000000000	1.292871
11.530000000000	1.294285
11.540000000000	1.295730
11.550000000000	1.297205
11.560000000000	1.298712
11.570000000000	1.300252
11.580000000000	1.301823
11.590000000000	1.303428
11.600000000000	1.305067
11.610000000000	1.306739
11.620000000000	1.308446
11.630000000000	1.310189
11.640000000000	1.311967
11.650000000000	1.313782
11.660000000000	1.315633
11.670000000000	1.317523
11.680000000000	1.319451
11.690000000000	1.321417
11.700000000000	1.323424
11.710000000000	1.325471
11.720000000000	1.327559
11.730000000000	1.329688
11.740000000000	1.331861
11.750000000000	1.334076
11.760000000000	1.336336
11.770000000000	1.338641
11.780000000000	1.340991
11.790000000000	1.343389
11.800000000000	1.345834
11.810000000000	1.348327
11.820000000000	1.350869
11.830000000000	1.353462
11.840000000000	1.356107
11.850000000000	1.358803
11.860000000000	1.361554
11.870000000000	1.364358
11.880000000000	1.367218
11.890000000000	1.370135
11.900000000000	1.373110
11.910000000000	1.376144
11.920000000000	1.379239
11.930000000000	1.382395
11.940000000000	1.385614
11.950000000000	1.388898
11.960000000000	1.392247
11.970000000000	1.395664
11.980000000000	1.399150
11.990000000000	1.402705
12.000000000000	1.406333
12.010000000000	1.410035
12.020000000000	1.413811
12.030000000000	1.417665
12.040000000000	1.421598
12.050000000000	1.425612
12.060000000000	1.429708
12.070000000000	1.433889
12.080000000000	1.438157
12.090000000000	1.442515
12.100000000000	1.446963
12.110000000000	1.451506
12.120000000000	1.456144
12.130000000000	1.460881
12.140000000000	1.465720
12.150000000000	1.470662
12.160000000000	1.475711
12.170000000000	1.480870
12.180000000000	1.486141
12.190000000000	1.491528
12.200000000000	1.497035
12.210000000000	1.502664
12.220000000000	1.508419
12.230000000000	1.514303
12.240000000000	1.520321
12.250000000000	1.526477
12.260000000000	1.532775
12.270000000000	1.539219
12.280000000000	1.545813
12.290000000000	1.552563
12.300000000000	1.559473
12.310000000000	1.566548
12.320000000000	1.573795
12.330000000000	1.581218
12.340000000000	1.588823
12.350000000000	1.596618
12.360000000000	1.604607
12.370000000000	1.612799
12.380000000000	1.621199
12.390000000000	1.629817
12.400000000000	1.638659
12.410000000000	1.647734
12.420000000000	1.657051
12.430000000000	1.666618
12.440000000000	1.676446
12.450000000000	1.686546
12.460000000000	1.696926
12.470000000000	1.707600
12.480000000000	1.718579
12.490000000000	1.729876
12.500000000000	1.741505
12.510000000000	1.753479
12.520000000000	1.765815
12.530000000000	1.778528
12.540000000000	1.791635
12.550000000000	1.805156
12.560000000000	1.819109
12.570000000000	1.833516
12.580000000000	1.848398
12.590000000000	1.863780
12.600000000000	1.879688
12.610000000000	1.896148
12.620000000000	1.913191
12.630000000000	1.930848
12.640000000000	1.949153
12.650000000000	1.968144
12.660000000000	1.987861
12.670000000000	2.008346
12.680000000000	2.029647
12.690000000000	2.051815
12.700000000000	2.074907
