#Parameters = {Lh=0.033016666666667; Oa=0.049839326046652; Oo=0.0041966915170919; a=0.5; d=0.035; h=9; p=3; phi=0; r_1=2; r_2=2.7; s=0.2; t=0.2; theta=0; w=12}
#"Wavelength / nm"	"R_Zmax(1),Zmax(1) [Magnitude / dB]"
#------------------------------------------------------
80806592.452830	-17.820241425242
81024988.648649	-17.786464219577
81244568.563686	-17.749402236627
81465341.847826	-17.709056798453
81687318.256131	-17.665436522545
81910507.650273	-17.618557264199
82134920.000000	-17.568442005608
82360565.384615	-17.515120693408
82587453.994490	-17.458630027186
82815596.132597	-17.399013202152
83045002.216066	-17.336319609821
83275682.777778	-17.270604501082
83507648.467967	-17.201928616443
83740910.055866	-17.130357788562
83975478.431373	-17.055962522368
84211364.606742	-16.978817558157
84448579.718310	-16.899001423015
84687135.028249	-16.816595975802
84927041.926346	-16.731685950687
85168311.931818	-16.644358503962
85410956.695157	-16.554702768446
85654988.000000	-16.462809419431
85900417.765043	-16.368770255615
86147258.045977	-16.272677798033
86395521.037464	-16.174624909493
86645219.075145	-16.074704436533
86896364.637681	-15.973008875466
87148970.348837	-15.869630063627
87403048.979592	-15.764658896484
87658613.450292	-15.658185070950
87915676.832845	-15.550296854823
88174252.352941	-15.441080882014
88434353.392330	-15.330621972948
88695993.491124	-15.219002979287
88959186.350148	-15.106304651942
89223945.833333	-14.992605531221
89490285.970149	-14.877981857802
89758220.958084	-14.762507503177
90027765.165165	-14.646253918159
90298933.132530	-14.529290098008
90571739.577039	-14.411682562730
90846199.393939	-14.293495351153
91122327.659574	-14.174790027367
91400139.634146	-14.055625698220
91679650.764526	-13.936059040560
91960876.687117	-13.816144337039
92243833.230769	-13.695933519320
92528536.419753	-13.575476217624
92815002.476780	-13.454819815623
93103247.826087	-13.334009509784
93393289.096573	-13.213088372300
93685143.125000	-13.092097416873
93978826.959248	-12.971075666643
94274357.861635	-12.850060223655
94571753.312303	-12.729086339307
94871031.012658	-12.608187485284
95172208.888889	-12.487395424557
95475305.095541	-12.366740282052
95780338.019169	-12.246250614680
96087326.282051	-12.125953480423
96396288.745981	-12.005874506261
96707244.516129	-11.886037954711
97020212.944984	-11.766466788828
97335213.636364	-11.647182735526
97652266.449511	-11.528206347108
97971391.503268	-11.409557060918
98292609.180328	-11.291253257054
98615940.131579	-11.173312314111
98941405.280528	-11.055750662896
99269025.827815	-10.938583838140
99598823.255814	-10.821826528181
99930819.333333	-10.705492622640
100265036.12040	-10.589595258112
100601495.97315	-10.474146861897
100940221.54882	-10.359159193807
101281235.81081	-10.244643386090
101624562.03390	-10.130609981517
101970223.80952	-10.017068969683
102318245.05119	-9.9040298215603
102668650.00000	-9.7915015223748
103021463.23024	-9.6794926028480
103376709.65517	-9.5680111688614
103734414.53287	-9.4570649296011
104094603.47222	-9.3466612242359
104457302.43902	-9.2368070471843
104822537.76224	-9.1275090720249
105190336.14035	-9.0187736741025
105560724.64789	-8.9106069518827
105933730.74205	-8.8030147471062
106309382.26950	-8.6960026637913
106687707.47331	-8.5895760861334
107068735.00000	-8.4837401953473
107452493.90681	-8.3784999854985
107839013.66906	-8.2738602783652
108228324.18773	-8.1698257373733
108620455.79710	-8.0664008806447
109015439.27273	-7.9635900931974
109413305.83942	-7.8613976383324
109814087.17949	-7.7598276682459
110217815.44118	-7.6588842338972
110624523.24723	-7.5585712941662
111034243.70370	-7.4588927243313
