#Parameters = {Lh=0.033016666666667; Oa=0.049839326046652; Oo=0.0041966915170919; a=0.5; d=0.035; h=9; p=3; phi=0; r_1=2; r_2=2.7; s=0.2; t=0.2; theta=0; w=12}
#"Wavelength / nm"	"R_Zmax(1),Zmax(1) [Magnitude / dB]"
#------------------------------------------------------
30009255.055055	-12.288320365302
30039324.448898	-12.281851691687
30069454.162487	-12.275352948407
30099644.377510	-12.268825157417
30129895.276382	-12.262269327876
30160207.042254	-12.255686456236
30190579.859013	-12.249077526333
30221013.911290	-12.242443509482
30251509.384460	-12.235785364576
30282066.464646	-12.229104038177
30312685.338726	-12.222400464623
30343366.194332	-12.215675566122
30374109.219858	-12.208930252856
30404914.604462	-12.202165423084
30435782.538071	-12.195381963246
30466713.211382	-12.188580748070
30497706.815870	-12.181762640674
30528763.543788	-12.174928492677
30559883.588175	-12.168079144304
30591067.142857	-12.161215424500
30622314.402451	-12.154338151030
30653625.562372	-12.147448130597
30685000.818833	-12.140546158952
30716440.368852	-12.133633020998
30747944.410256	-12.126709490910
30779513.141684	-12.119776332242
30811146.762590	-12.112834298038
30842845.473251	-12.105884130948
30874609.474768	-12.098926563338
30906438.969072	-12.091962317402
30938334.158927	-12.084992105277
30970295.247934	-12.078016629152
31002322.440538	-12.071036581386
31034415.942029	-12.064052644613
31066575.958549	-12.057065491862
31098802.697095	-12.050075786664
31131096.365524	-12.043084183166
31163457.172557	-12.036091326243
31195885.327784	-12.029097851609
31228381.041667	-12.022104385928
31260944.525547	-12.015111546923
31293575.991649	-12.008119943493
31326275.653083	-12.001130175814
31359043.723849	-11.994142835454
31391880.418848	-11.987158505483
31424785.953878	-11.980177760577
31457760.545645	-11.973201167130
31490804.411765	-11.966229283361
31523917.770768	-11.959262659419
31557100.842105	-11.952301837489
31590353.846154	-11.945347351902
31623677.004219	-11.938399729235
31657070.538543	-11.931459488418
31690534.672304	-11.924527140837
31724069.629630	-11.917603190438
31757675.635593	-11.910688133828
31791352.916225	-11.903782460376
31825101.698514	-11.896886652317
31858922.210414	-11.890001184847
31892814.680851	-11.883126526229
31926779.339723	-11.876263137883
31960816.417910	-11.869411474493
31994926.147279	-11.862571984096
32029108.760684	-11.855745108184
32063364.491979	-11.848931281794
32097693.576017	-11.842130933608
32132096.248660	-11.835344486042
32166572.746781	-11.828572355341
32201123.308271	-11.821814951671
32235748.172043	-11.815072679209
32270447.578041	-11.808345936236
32305221.767241	-11.801635115221
32340070.981661	-11.794940602916
32374995.464363	-11.788262780439
32409995.459459	-11.781602023364
32445071.212121	-11.774958701802
32480222.968581	-11.768333180494
32515450.976139	-11.761725818887
32550755.483170	-11.755136971224
32586136.739130	-11.748566986620
32621594.994559	-11.742016209151
32657130.501089	-11.735484977929
32692743.511450	-11.728973627184
32728434.279476	-11.722482486342
32764203.060109	-11.716011880107
32800050.109409	-11.709562128533
32835975.684556	-11.703133547102
32871980.043860	-11.696726446805
32908063.446762	-11.690341134207
32944226.153846	-11.683977911530
32980468.426843	-11.677637076721
33016790.528634	-11.671318923527
33053192.723264	-11.665023741562
33089675.275938	-11.658751816385
33126238.453039	-11.652503429562
33162882.522124	-11.646278858742
33199607.751938	-11.640078377718
33236414.412417	-11.633902256502
33273302.774695	-11.627750761384
33310273.111111	-11.621624155006
33347325.695217	-11.615522696420
33384460.801782	-11.609446641154
33421678.706800	-11.603396241279
33458979.687500	-11.597371745467
33496364.022346	-11.591373399056
33533831.991051	-11.585401444110
33571383.874580	-11.579456119481
33609019.955157	-11.573537660865
33646740.516274	-11.567646300867
33684545.842697	-11.561782269051
33722436.220472	-11.555945792008
33760411.936937	-11.550137093402
33798473.280722	-11.544356394035
33836620.541761	-11.538603911897
33874854.011299	-11.532879862223
33913173.981900	-11.527184457548
33951580.747452	-11.521517907757
33990074.603175	-11.515880420141
34028655.845630	-11.510272199449
34067324.772727	-11.504693447936
34106081.683732	-11.499144365420
34144926.879271	-11.493625149325
34183860.661345	-11.488135994737
34222883.333333	-11.482677094449
34261995.200000	-11.477248639009
34301196.567506	-11.471850816773
34340487.743414	-11.466483813944
34379869.036697	-11.461147814626
34419340.757750	-11.455843000867
34458903.218391	-11.450569552703
34498556.731876	-11.445327648205
34538301.612903	-11.440117463524
34578138.177624	-11.434939172931
34618066.743649	-11.429792948864
34658087.630058	-11.424678961970
34698201.157407	-11.419597381146
34738407.647740	-11.414548373582
34778707.424594	-11.409532104801
34819100.813008	-11.404548738699
34859588.139535	-11.399598437588
34900169.732247	-11.394681362234
34940845.920746	-11.389797671897
34981617.036173	-11.384947524365
35022483.411215	-11.380131076003
35063445.380117	-11.375348481777
35104503.278689	-11.370599895305
35145657.444314	-11.365885468884
35186908.215962	-11.361205353531
35228255.934195	-11.356559699018
35269700.941176	-11.351948653908
35311243.580683	-11.347372365591
35352884.198113	-11.342830980316
35394623.140496	-11.338324643230
35436460.756501	-11.333853498409
35478397.396450	-11.329417688891
35520433.412322	-11.325017356713
35562569.157770	-11.320652642939
35604804.988124	-11.316323687698
35647141.260404	-11.312030630212
35689578.333333	-11.307773608829
35732116.567342	-11.303552761058
35774756.324582	-11.299368223593
35817497.968937	-11.295220132353
35860341.866029	-11.291108622503
35903288.383234	-11.287033828493
35946337.889688	-11.282995884083
35989490.756303	-11.278994922372
36032747.355769	-11.275031075832
36076108.062575	-11.271104476332
36119573.253012	-11.267215255171
36163143.305187	-11.263363543103
36206818.599034	-11.259549470367
36250599.516324	-11.255773166717
36294486.440678	-11.252034761446
36338479.757576	-11.248334383415
36382579.854369	-11.244672161081
36426787.120292	-11.241048222524
36471101.946472	-11.237462695472
36515524.725944	-11.233915707331
36560055.853659	-11.230407385206
36604695.726496	-11.226937855934
36649444.743276	-11.223507246105
36694303.304774	-11.220115682087
36739271.813725	-11.216763290056
36784350.674847	-11.213450196019
36829540.294840	-11.210176525837
36874841.082411	-11.206942405254
36920253.448276	-11.203747959920
36965777.805179	-11.200593315413
37011414.567901	-11.197478597268
37057164.153276	-11.194403931000
37103026.980198	-11.191369442125
37149003.469641	-11.188375256190
37195094.044665	-11.185421498789
37241299.130435	-11.182508295595
37287619.154229	-11.179635772377
37334054.545455	-11.176804055027
37380605.735661	-11.174013269584
37427273.158552	-11.171263542254
37474057.250000	-11.168554999435
37520958.448060	-11.165887767742
37567977.192982	-11.163261974025
37615113.927227	-11.160677745397
37662369.095477	-11.158135209253
37709743.144654	-11.155634493296
37757236.523929	-11.153175725557
37804849.684741	-11.150759034417
37852583.080808	-11.148384548633
37900437.168142	-11.146052397356
37948412.405063	-11.143762710157
37996509.252218	-11.141515617047
38044728.172589	-11.139311248500
38093069.631512	-11.137149735475
38141534.096692	-11.135031209440
38190122.038217	-11.132955802389
38238833.928571	-11.130923646871
38287670.242656	-11.128934876006
38336631.457801	-11.126989623510
38385718.053777	-11.125088023718
38434930.512821	-11.123230211602
38484269.319641	-11.121416322798
38533734.961440	-11.119646493623
38583327.927928	-11.117920861102
38633048.711340	-11.116239562985
38682897.806452	-11.114602737773
38732875.710594	-11.113010524739
38782982.923674	-11.111463063948
38833219.948187	-11.109960496281
38883587.289235	-11.108502963457
38934085.454545	-11.107090608055
38984714.954486	-11.105723573536
39035476.302083	-11.104402004265
39086370.013038	-11.103126045532
39137396.605744	-11.101895843580
39188556.601307	-11.100711545618
39239850.523560	-11.099573299852
39291278.899083	-11.098481255503
39342842.257218	-11.097435562832
39394541.130092	-11.096436373158
39446376.052632	-11.095483838889
39498347.562582	-11.094578113536
39550456.200528	-11.093719351740
39602702.509908	-11.092907709298
39655087.037037	-11.092143343180
39707610.331126	-11.091426411556
39760272.944297	-11.090757073818
39813075.431607	-11.090135490605
39866018.351064	-11.089561823825
39919102.263648	-11.089036236678
39972327.733333	-11.088558893683
40025695.327103	-11.088129960698
40079205.614973	-11.087749604947
40132859.170013	-11.087417995043
40186656.568365	-11.087135301011
40240598.389262	-11.086901694315
40294685.215054	-11.086717347883
40348917.631225	-11.086582436129
40403296.226415	-11.086497134980
40457821.592443	-11.086461621899
40512494.324324	-11.086476075914
40567315.020298	-11.086540677640
40622284.281843	-11.086655609307
40677402.713704	-11.086821054785
40732670.923913	-11.087037199610
40788089.523810	-11.087304231010
40843659.128065	-11.087622337931
40899380.354707	-11.087991711068
40955253.825137	-11.088412542883
41011280.164159	-11.088885027644
41067460.000000	-11.089409361440
41123793.964335	-11.089985742219
41180282.692308	-11.090614369808
41236926.822558	-11.091295445948
41293726.997245	-11.092029174314
41350683.862069	-11.092815760554
41407798.066298	-11.093655412307
41465070.262794	-11.094548339239
41522501.108033	-11.095494753073
41580091.262136	-11.096494867613
41637841.388889	-11.097548898777
41695752.155772	-11.098657064631
41753824.233983	-11.099819585410
41812058.298466	-11.101036683560
41870455.027933	-11.102308583761
41929015.104895	-11.103635512961
41987739.215686	-11.105017700407
42046628.050491	-11.106455377680
42105682.303371	-11.107948778724
42164902.672293	-11.109498139878
42224289.859155	-11.111103699914
42283844.569817	-11.112765700064
42343567.514124	-11.114484384059
42403459.405941	-11.116259998160
42463520.963173	-11.118092791193
42523752.907801	-11.119983014585
42584155.965909	-11.121930922399
42644730.867710	-11.123936771367
42705478.347578	-11.126000820929
42766399.144080	-11.128123333267
42827494.000000	-11.130304573345
42888763.662375	-11.132544808943
42950208.882521	-11.134844310696
43011830.416069	-11.137203352132
43073629.022989	-11.139622209708
43135605.467626	-11.142101162854
43197760.518732	-11.144640494008
43260094.949495	-11.147240488658
43322609.537572	-11.149901435379
43385305.065123	-11.152623625880
43448182.318841	-11.155407355038
43511242.089985	-11.158252920944
43574485.174419	-11.161160624945
43637912.372635	-11.164130771684
43701524.489796	-11.167163669148
43765322.335766	-11.170259628705
43829306.725146	-11.173418965154
43893478.477306	-11.176641996767
43957838.416422	-11.179929045337
44022387.371512	-11.183280436218
44087126.176471	-11.186696498377
44152055.670103	-11.190177564441
44217176.696165	-11.193723970739
44282490.103397	-11.197336057357
44347996.745562	-11.201014168182
44413697.481481	-11.204758650952
44479593.175074	-11.208569857308
44545684.695394	-11.212448142844
44611972.916667	-11.216393867156
44678458.718331	-11.220407393895
44745142.985075	-11.224489090822
44812026.606876	-11.228639329857
44879110.479042	-11.232858487136
44946395.502249	-11.237146943063
45013882.582583	-11.241505082368
45081572.631579	-11.245933294159
45149466.566265	-11.250431971984
45217565.309201	-11.255001513882
45285869.788520	-11.259642322448
45354380.937973	-11.264354804884
45423099.696970	-11.269139373067
45492027.010622	-11.273996443600
45561163.829787	-11.278926437883
45630511.111111	-11.283929782167
45700069.817073	-11.289006907620
45769840.916031	-11.294158250391
45839825.382263	-11.299384251673
45910024.196018	-11.304685357768
45980438.343558	-11.310062020155
46051068.817204	-11.315514695554
46121916.615385	-11.321043845996
46192982.742681	-11.326649938891
46264268.209877	-11.332333447097
46335774.034003	-11.338094848991
46407501.238390	-11.343934628540
46479450.852713	-11.349853275374
46551623.913043	-11.355851284856
46624021.461897	-11.361929158163
46696644.548287	-11.368087402353
46769494.227769	-11.374326530448
46842571.562500	-11.380647061507
46915877.621283	-11.387049520704
46989413.479624	-11.393534439412
47063180.219780	-11.400102355278
47137178.930818	-11.406753812304
47211410.708661	-11.413489360935
47285876.656151	-11.420309558137
47360577.883096	-11.427214967484
47435515.506329	-11.434206159242
47510690.649762	-11.441283710459
47586104.444444	-11.448448205047
47661758.028617	-11.455700233879
47737652.547771	-11.463040394872
47813789.154705	-11.470469293083
47890169.009585	-11.477987540799
47966793.280000	-11.485595757631
48043663.141026	-11.493294570612
48120779.775281	-11.501084614290
48198144.372990	-11.508966530825
48275758.132045	-11.516940970092
48353622.258065	-11.525008589776
48431737.964459	-11.533170055477
48510106.472492	-11.541426040812
48588729.011345	-11.549777227517
48667606.818182	-11.558224305555
48746741.138211	-11.566767973219
48826133.224756	-11.575408937245
48905784.339315	-11.584147912918
48985695.751634	-11.592985624183
49065868.739771	-11.601922803760
49146304.590164	-11.610960193251
49227004.597701	-11.620098543264
49307970.065789	-11.629338613522
49389202.306425	-11.638681172987
49470702.640264	-11.648126999972
49552472.396694	-11.657676882269
49634512.913907	-11.667331617269
49716825.538972	-11.677092012083
49799411.627907	-11.686958883672
49882272.545757	-11.696933058969
49965409.666667	-11.707015375012
50048824.373957	-11.717206679072
50132518.060201	-11.727507828782
50216492.127303	-11.737919692273
50300747.986577	-11.748443148311
50385287.058824	-11.759079086424
50470110.774411	-11.769828407050
50555220.573356	-11.780692021670
50640617.905405	-11.791670852950
50726304.230118	-11.802765834884
50812281.016949	-11.813977912937
50898549.745331	-11.825308044192
50985111.904762	-11.836757197494
51071968.994889	-11.848326353601
51159122.525597	-11.860016505335
51246574.017094	-11.871828657727
51334325.000000	-11.883763828181
51422377.015437	-11.895823046617
51510731.615120	-11.908007355635
51599390.361446	-11.920317810671
51688354.827586	-11.932755480151
51777626.597582	-11.945321445658
51867207.266436	-11.958016802091
51957098.440208	-11.970842657826
52047301.736111	-11.983800134886
52137818.782609	-11.996890369099
52228651.219512	-12.010114510273
52319800.698080	-12.023473722358
52411268.881119	-12.036969183620
52503057.443082	-12.050602086808
52595168.070175	-12.064373639330
52687602.460457	-12.078285063419
52780362.323944	-12.092337596313
52873449.382716	-12.106532490428
52966865.371025	-12.120871013530
53060612.035398	-12.135354448915
53154691.134752	-12.149984095584
53249104.440497	-12.164761268418
53343853.736655	-12.179687298362
53438940.819964	-12.194763532595
53534367.500000	-12.209991334716
53630135.599284	-12.225372084915
53726246.953405	-12.240907180156
53822703.411131	-12.256598034354
53919506.834532	-12.272446078554
54016659.099099	-12.288452761105
54114162.093863	-12.304619547839
54212017.721519	-12.320947922246
54310227.898551	-12.337439385651
54408794.555354	-12.354095457382
54507719.636364	-12.370917674947
54607005.100182	-12.387907594204
54706652.919708	-12.405066789527
54806665.082267	-12.422396853971
54907043.589744	-12.439899399438
55007790.458716	-12.457576056840
55108907.720588	-12.475428476249
55210397.421731	-12.493458327056
55312261.623616	-12.511667298123
55414502.402957	-12.530057097923
55517121.851852	-12.548629454684
55620122.077922	-12.567386116525
55723505.204461	-12.586328851588
55827273.370577	-12.605459448156
55931428.731343	-12.624779714778
56035973.457944	-12.644291480375
56140909.737828	-12.663996594342
56246239.774859	-12.683896926644
56351965.789474	-12.703994367901
56458090.018832	-12.724290829461
56564614.716981	-12.744788243467
56671542.155009	-12.765488562909
56778874.621212	-12.786393761665
56886614.421252	-12.807505834529
56994763.878327	-12.828826797225
57103325.333333	-12.850358686406
57212301.145038	-12.872103559635
57321693.690249	-12.894063495354
57431505.363985	-12.916240592826
57541738.579654	-12.938636972067
57652395.769231	-12.961254773749
57763479.383430	-12.984096159086
57874991.891892	-13.007163309691
57986935.783366	-13.030458427412
58099313.565891	-13.053983734139
58212127.766990	-13.077741471580
58325380.933852	-13.101733901011
58439075.633528	-13.125963302985
58553214.453125	-13.150431977016
58667800.000000	-13.175142241218
58782834.901961	-13.200096431906
58898321.807466	-13.225296903156
59014263.385827	-13.250746026322
59130662.327416	-13.276446189497
59247521.343874	-13.302399796939
59364843.168317	-13.328609268421
59482630.555556	-13.355077038548
59600886.282306	-13.381805555994
59719613.147410	-13.408797282683
59838813.972056	-13.436054692902
59958491.600000	-13.463580272341
60078648.897796	-13.491376517049
60199288.755020	-13.519445932321
60320414.084507	-13.547791031486
60442027.822581	-13.576414334610
60564132.929293	-13.605318367098
60686732.388664	-13.634505658197
60809829.208925	-13.663978739382
60933426.422764	-13.693740142630
61057527.087576	-13.723792398576
61182134.285714	-13.754138034523
61307251.124744	-13.784779572334
61432880.737705	-13.815719526157
61559026.283368	-13.846960400008
61685690.946502	-13.878504685186
61812877.938144	-13.910354857510
61940590.495868	-13.942513374374
62068831.884058	-13.974982671607
62197605.394191	-14.007765160127
62326914.345114	-14.040863222366
62456762.083333	-14.074279208478
62587151.983299	-14.108015432288
62718087.447699	-14.142074166989
62849571.907757	-14.176457640557
62981608.823529	-14.211168030882
63114201.684211	-14.246207460586
63247354.008439	-14.281577991515
63381069.344609	-14.317281618887
63515351.271186	-14.353320265080
63650203.397028	-14.389695773026
63785629.361702	-14.426409899206
63921632.835821	-14.463464306209
64058217.521368	-14.500860554841
64195387.152034	-14.538600095751
64333145.493562	-14.576684260548
64471496.344086	-14.615114252394
64610443.534483	-14.653891136013
64749990.928726	-14.693015827124
64890142.424242	-14.732489081236
65030901.952278	-14.772311481779
65172273.478261	-14.812483427541
65314261.002179	-14.853005119372
65456868.558952	-14.893876546107
65600100.218818	-14.935097469683
65743960.087719	-14.976667409392
65888452.307692	-15.018585625237
66033581.057269	-15.060851100342
66179350.551876	-15.103462522373
66325765.044248	-15.146418263903
66472828.824834	-15.189716361704
66620546.222222	-15.233354494883
66768921.603563	-15.277329961822
66917959.375000	-15.321639655869
67067663.982103	-15.366280039725
67218039.910314	-15.411247118463
67369091.685393	-15.456536411127
67520823.873874	-15.502142920858
67673241.083521	-15.548061103485
67826347.963801	-15.594284834519
67980149.206349	-15.640807374507
68134649.545455	-15.687621332682
68289853.758542	-15.734718628855
68445766.666667	-15.782090453508
68602393.135011	-15.829727226034
68759738.073394	-15.877618551089
68917806.436782	-15.925753173009
69076603.225806	-15.974118928275
69236133.487298	-16.022702696002
69396402.314815	-16.071490346431
69557414.849188	-16.120466687432
69719176.279070	-16.169615409036
69881691.841492	-16.218919026008
70044966.822430	-16.268358818513
70209006.557377	-16.317914770953
70373816.431925	-16.367565509035
70539401.882353	-16.417288235205
70705768.396226	-16.467058662578
70872921.513002	-16.516850947537
71040866.824645	-16.566637621209
71209609.976247	-16.616389520062
71379156.666667	-16.666075715914
71549512.649165	-16.715663445682
71720683.732057	-16.765118041263
71892675.779377	-16.814402859987
72065494.711538	-16.863479216129
72239146.506024	-16.912306314062
72413637.198068	-16.960841183651
72588972.881356	-17.009038618619
72765159.708738	-17.056851118624
72942203.892944	-17.104228835914
73120111.707317	-17.151119527479
73298889.486553	-17.197468513688
73478543.627451	-17.243218644508
73659080.589681	-17.288310274442
73840506.896552	-17.332681247411
74022829.135802	-17.376266892877
74206053.960396	-17.419000034535
74390188.089330	-17.460811012977
74575238.308458	-17.501627723744
74761211.471322	-17.541375672211
74948114.500000	-17.579978046726
75135954.385965	-17.617355811436
75324738.190955	-17.653427820122
75514473.047859	-17.688110952347
75705166.161616	-17.721320273054
75896824.810127	-17.752969216617
76089456.345178	-17.782969796171
76283068.193384	-17.811232838795
76477667.857143	-17.837668246857
76673262.915601	-17.862185285523
76869861.025641	-17.884692896077
77067469.922879	-17.905100034297
77266097.422680	-17.923316032720
77465751.421189	-17.939250985182
77666439.896373	-17.952816151519
77868170.909091	-17.963924379873
78070952.604167	-17.972490543514
78274793.211488	-17.978431988669
78479701.047120	-17.981668989345
78685684.514436	-17.982125204773
78892752.105263	-17.979728134708
79100912.401055	-17.974409567548
79310174.074074	-17.966106016020
79520545.888594	-17.954759135067
79732036.702128	-17.940316116561
79944655.466667	-17.922730055547
80158411.229947	-17.901960282967
80373313.136729	-17.877972660102
80589370.430108	-17.850739830446
