freq	mu_eff
5.1500000000000	6.306203
5.1600000000000	6.301741
5.1700000000000	6.297240
5.1800000000000	6.292701
5.1900000000000	6.288124
5.2000000000000	6.283509
5.2100000000000	6.278857
5.2200000000000	6.274167
5.2300000000000	6.269439
5.2400000000000	6.264674
5.2500000000000	6.259873
5.2600000000000	6.255035
5.2700000000000	6.250160
5.2800000000000	6.245250
5.2900000000000	6.240303
5.3000000000000	6.235320
5.3100000000000	6.230302
5.3200000000000	6.225249
5.3300000000000	6.220161
5.3400000000000	6.215037
5.3500000000000	6.209880
5.3600000000000	6.204688
5.3700000000000	6.199462
5.3800000000000	6.194202
5.3900000000000	6.188908
5.4000000000000	6.183581
5.4100000000000	6.178221
5.4200000000000	6.172829
5.4300000000000	6.167403
5.4400000000000	6.161946
5.4500000000000	6.156456
5.4600000000000	6.150935
5.4700000000000	6.145382
5.4800000000000	6.139797
5.4900000000000	6.134182
5.5000000000000	6.128536
5.5100000000000	6.122860
5.5200000000000	6.117153
5.5300000000000	6.111416
5.5400000000000	6.105649
5.5500000000000	6.099853
5.5600000000000	6.094028
5.5700000000000	6.088174
5.5800000000000	6.082291
5.5900000000000	6.076380
5.6000000000000	6.070440
5.6100000000000	6.064473
5.6200000000000	6.058478
5.6300000000000	6.052455
5.6400000000000	6.046406
5.6500000000000	6.040329
5.6600000000000	6.034226
5.6700000000000	6.028096
5.6800000000000	6.021940
5.6900000000000	6.015759
5.7000000000000	6.009551
5.7100000000000	6.003319
5.7200000000000	5.997061
5.7300000000000	5.990778
5.7400000000000	5.984471
5.7500000000000	5.978139
5.7600000000000	5.971783
5.7700000000000	5.965403
5.7800000000000	5.959000
5.7900000000000	5.952573
5.8000000000000	5.946123
5.8100000000000	5.939650
5.8200000000000	5.933155
5.8300000000000	5.926636
5.8400000000000	5.920096
5.8500000000000	5.913534
5.8600000000000	5.906950
5.8700000000000	5.900344
5.8800000000000	5.893717
5.8900000000000	5.887069
5.9000000000000	5.880401
5.9100000000000	5.873712
5.9200000000000	5.867002
5.9300000000000	5.860272
5.9400000000000	5.853523
5.9500000000000	5.846753
5.9600000000000	5.839964
5.9700000000000	5.833156
5.9800000000000	5.826329
5.9900000000000	5.819484
6.0000000000000	5.812619
6.0100000000000	5.805737
6.0200000000000	5.798836
6.0300000000000	5.791917
6.0400000000000	5.784980
6.0500000000000	5.778026
6.0600000000000	5.771055
6.0700000000000	5.764067
6.0800000000000	5.757062
6.0900000000000	5.750040
6.1000000000000	5.743001
6.1100000000000	5.735947
6.1200000000000	5.728876
6.1300000000000	5.721790
6.1400000000000	5.714688
6.1500000000000	5.707570
6.1600000000000	5.700437
6.1700000000000	5.693289
6.1800000000000	5.686127
6.1900000000000	5.678949
6.2000000000000	5.671757
6.2100000000000	5.664551
6.2200000000000	5.657331
6.2300000000000	5.650097
6.2400000000000	5.642849
6.2500000000000	5.635588
6.2600000000000	5.628313
6.2700000000000	5.621025
6.2800000000000	5.613724
6.2900000000000	5.606411
6.3000000000000	5.599085
6.3100000000000	5.591746
6.3200000000000	5.584395
6.3300000000000	5.577032
6.3400000000000	5.569657
6.3500000000000	5.562271
6.3600000000000	5.554873
6.3700000000000	5.547463
6.3800000000000	5.540043
6.3900000000000	5.532611
6.4000000000000	5.525168
6.4100000000000	5.517715
6.4200000000000	5.510251
6.4300000000000	5.502777
6.4400000000000	5.495293
6.4500000000000	5.487799
6.4600000000000	5.480295
6.4700000000000	5.472781
6.4800000000000	5.465257
6.4900000000000	5.457724
6.5000000000000	5.450182
6.5100000000000	5.442631
6.5200000000000	5.435071
6.5300000000000	5.427502
6.5400000000000	5.419925
6.5500000000000	5.412339
6.5600000000000	5.404745
6.5700000000000	5.397143
6.5800000000000	5.389532
6.5900000000000	5.381914
6.6000000000000	5.374288
6.6100000000000	5.366655
6.6200000000000	5.359014
6.6300000000000	5.351366
6.6400000000000	5.343711
6.6500000000000	5.336049
6.6600000000000	5.328380
6.6700000000000	5.320704
6.6800000000000	5.313022
6.6900000000000	5.305334
6.7000000000000	5.297639
6.7100000000000	5.289938
6.7200000000000	5.282231
6.7300000000000	5.274518
6.7400000000000	5.266800
6.7500000000000	5.259075
6.7600000000000	5.251346
6.7700000000000	5.243611
6.7800000000000	5.235871
6.7900000000000	5.228126
6.8000000000000	5.220376
6.8100000000000	5.212621
6.8200000000000	5.204861
6.8300000000000	5.197097
6.8400000000000	5.189329
6.8500000000000	5.181556
6.8600000000000	5.173779
6.8700000000000	5.165999
6.8800000000000	5.158214
6.8900000000000	5.150425
6.9000000000000	5.142633
6.9100000000000	5.134837
6.9200000000000	5.127038
6.9300000000000	5.119235
6.9400000000000	5.111430
6.9500000000000	5.103621
6.9600000000000	5.095809
6.9700000000000	5.087995
6.9800000000000	5.080178
6.9900000000000	5.072358
7.0000000000000	5.064536
7.0100000000000	5.056711
7.0200000000000	5.048885
7.0300000000000	5.041056
7.0400000000000	5.033225
7.0500000000000	5.025392
7.0600000000000	5.017557
7.0700000000000	5.009721
7.0800000000000	5.001883
7.0900000000000	4.994044
7.1000000000000	4.986203
7.1100000000000	4.978361
7.1200000000000	4.970518
7.1300000000000	4.962674
7.1400000000000	4.954829
7.1500000000000	4.946983
7.1600000000000	4.939137
7.1700000000000	4.931290
7.1800000000000	4.923442
7.1900000000000	4.915594
7.2000000000000	4.907746
7.2100000000000	4.899898
7.2200000000000	4.892049
7.2300000000000	4.884201
7.2400000000000	4.876353
7.2500000000000	4.868504
7.2600000000000	4.860657
7.2700000000000	4.852809
7.2800000000000	4.844963
7.2900000000000	4.837116
7.3000000000000	4.829271
7.3100000000000	4.821426
7.3200000000000	4.813583
7.3300000000000	4.805740
7.3400000000000	4.797898
7.3500000000000	4.790058
7.3600000000000	4.782219
7.3700000000000	4.774381
7.3800000000000	4.766545
7.3900000000000	4.758710
7.4000000000000	4.750877
7.4100000000000	4.743046
7.4200000000000	4.735217
7.4300000000000	4.727390
7.4400000000000	4.719565
7.4500000000000	4.711741
7.4600000000000	4.703921
7.4700000000000	4.696102
7.4800000000000	4.688286
7.4900000000000	4.680472
7.5000000000000	4.672661
7.5100000000000	4.664853
7.5200000000000	4.657047
7.5300000000000	4.649244
7.5400000000000	4.641445
7.5500000000000	4.633648
7.5600000000000	4.625854
7.5700000000000	4.618064
7.5800000000000	4.610276
7.5900000000000	4.602493
7.6000000000000	4.594712
7.6100000000000	4.586935
7.6200000000000	4.579162
7.6300000000000	4.571393
7.6400000000000	4.563627
7.6500000000000	4.555865
7.6600000000000	4.548107
7.6700000000000	4.540353
7.6800000000000	4.532604
7.6900000000000	4.524858
7.7000000000000	4.517117
7.7100000000000	4.509380
7.7200000000000	4.501648
7.7300000000000	4.493920
7.7400000000000	4.486197
7.7500000000000	4.478478
7.7600000000000	4.470764
7.7700000000000	4.463055
7.7800000000000	4.455351
7.7900000000000	4.447652
7.8000000000000	4.439958
7.8100000000000	4.432269
7.8200000000000	4.424585
7.8300000000000	4.416907
7.8400000000000	4.409234
7.8500000000000	4.401566
7.8600000000000	4.393904
7.8700000000000	4.386247
7.8800000000000	4.378597
7.8900000000000	4.370952
7.9000000000000	4.363312
7.9100000000000	4.355679
7.9200000000000	4.348052
7.9300000000000	4.340430
7.9400000000000	4.332815
7.9500000000000	4.325206
7.9600000000000	4.317603
7.9700000000000	4.310007
7.9800000000000	4.302417
7.9900000000000	4.294833
8.0000000000000	4.287256
8.0100000000000	4.279685
8.0200000000000	4.272122
8.0300000000000	4.264565
8.0400000000000	4.257014
8.0500000000000	4.249471
8.0600000000000	4.241935
8.0700000000000	4.234405
8.0800000000000	4.226883
8.0900000000000	4.219368
8.1000000000000	4.211860
8.1100000000000	4.204359
8.1200000000000	4.196866
8.1300000000000	4.189380
8.1400000000000	4.181902
8.1500000000000	4.174431
8.1600000000000	4.166968
8.1700000000000	4.159512
8.1800000000000	4.152064
8.1900000000000	4.144624
8.2000000000000	4.137192
8.2100000000000	4.129768
8.2200000000000	4.122352
8.2300000000000	4.114944
8.2400000000000	4.107544
8.2500000000000	4.100152
8.2600000000000	4.092769
8.2700000000000	4.085394
8.2800000000000	4.078027
8.2900000000000	4.070669
8.3000000000000	4.063319
8.3100000000000	4.055977
8.3200000000000	4.048645
8.3300000000000	4.041321
8.3400000000000	4.034006
8.3500000000000	4.026699
8.3600000000000	4.019402
8.3700000000000	4.012113
8.3800000000000	4.004834
8.3900000000000	3.997563
8.4000000000000	3.990302
8.4100000000000	3.983050
8.4200000000000	3.975807
8.4300000000000	3.968573
8.4400000000000	3.961349
8.4500000000000	3.954134
8.4600000000000	3.946929
8.4700000000000	3.939733
8.4800000000000	3.932546
8.4900000000000	3.925370
8.5000000000000	3.918203
8.5100000000000	3.911046
8.5200000000000	3.903898
8.5300000000000	3.896761
8.5400000000000	3.889633
8.5500000000000	3.882516
8.5600000000000	3.875408
8.5700000000000	3.868311
8.5800000000000	3.861223
8.5900000000000	3.854146
8.6000000000000	3.847080
8.6100000000000	3.840023
8.6200000000000	3.832977
8.6300000000000	3.825942
8.6400000000000	3.818916
8.6500000000000	3.811902
8.6600000000000	3.804898
8.6700000000000	3.797905
8.6800000000000	3.790922
8.6900000000000	3.783951
8.7000000000000	3.776990
8.7100000000000	3.770040
8.7200000000000	3.763101
8.7300000000000	3.756173
8.7400000000000	3.749256
8.7500000000000	3.742350
8.7600000000000	3.735455
8.7700000000000	3.728572
8.7800000000000	3.721700
8.7900000000000	3.714839
8.8000000000000	3.707989
8.8100000000000	3.701151
8.8200000000000	3.694325
8.8300000000000	3.687510
8.8400000000000	3.680707
8.8500000000000	3.673915
8.8600000000000	3.667135
8.8700000000000	3.660367
8.8800000000000	3.653611
8.8900000000000	3.646867
8.9000000000000	3.640134
8.9100000000000	3.633414
8.9200000000000	3.626706
8.9300000000000	3.620009
8.9400000000000	3.613325
8.9500000000000	3.606654
8.9600000000000	3.599994
8.9700000000000	3.593347
8.9800000000000	3.586712
8.9900000000000	3.580090
9.0000000000000	3.573481
9.0100000000000	3.566883
9.0200000000000	3.560299
9.0300000000000	3.553727
9.0400000000000	3.547168
9.0500000000000	3.540622
9.0600000000000	3.534088
9.0700000000000	3.527568
9.0800000000000	3.521061
9.0900000000000	3.514566
9.1000000000000	3.508085
9.1100000000000	3.501617
9.1200000000000	3.495162
9.1300000000000	3.488720
9.1400000000000	3.482292
9.1500000000000	3.475877
9.1600000000000	3.469476
9.1700000000000	3.463088
9.1800000000000	3.456714
9.1900000000000	3.450353
9.2000000000000	3.444006
9.2100000000000	3.437673
9.2200000000000	3.431354
9.2300000000000	3.425049
9.2400000000000	3.418757
9.2500000000000	3.412480
9.2600000000000	3.406216
9.2700000000000	3.399967
9.2800000000000	3.393732
9.2900000000000	3.387512
9.3000000000000	3.381306
9.3100000000000	3.375114
9.3200000000000	3.368936
9.3300000000000	3.362774
9.3400000000000	3.356625
9.3500000000000	3.350492
9.3600000000000	3.344373
9.3700000000000	3.338269
9.3800000000000	3.332180
9.3900000000000	3.326106
9.4000000000000	3.320047
9.4100000000000	3.314004
9.4200000000000	3.307975
9.4300000000000	3.301961
9.4400000000000	3.295963
9.4500000000000	3.289981
9.4600000000000	3.284013
9.4700000000000	3.278062
9.4800000000000	3.272126
9.4900000000000	3.266205
9.5000000000000	3.260301
9.5100000000000	3.254412
9.5200000000000	3.248539
9.5300000000000	3.242683
9.5400000000000	3.236842
9.5500000000000	3.231017
9.5600000000000	3.225209
9.5700000000000	3.219417
9.5800000000000	3.213642
9.5900000000000	3.207883
9.6000000000000	3.202140
9.6100000000000	3.196414
9.6200000000000	3.190705
9.6300000000000	3.185013
9.6400000000000	3.179338
9.6500000000000	3.173680
9.6600000000000	3.168038
9.6700000000000	3.162414
9.6800000000000	3.156808
9.6900000000000	3.151218
9.7000000000000	3.145646
9.7100000000000	3.140092
9.7200000000000	3.134555
9.7300000000000	3.129036
9.7400000000000	3.123535
9.7500000000000	3.118052
9.7600000000000	3.112587
9.7700000000000	3.107140
9.7800000000000	3.101711
9.7900000000000	3.096300
9.8000000000000	3.090908
9.8100000000000	3.085534
9.8200000000000	3.080179
9.8300000000000	3.074843
9.8400000000000	3.069525
9.8500000000000	3.064227
9.8600000000000	3.058947
9.8700000000000	3.053687
9.8800000000000	3.048446
9.8900000000000	3.043224
9.9000000000000	3.038021
9.9100000000000	3.032839
9.9200000000000	3.027676
9.9300000000000	3.022532
9.9400000000000	3.017409
9.9500000000000	3.012306
9.9600000000000	3.007222
9.9700000000000	3.002160
9.9800000000000	2.997117
9.9900000000000	2.992095
10.000000000000	2.987094
10.010000000000	2.982113
10.020000000000	2.977153
10.030000000000	2.972214
10.040000000000	2.967297
10.050000000000	2.962400
10.060000000000	2.957525
10.070000000000	2.952671
10.080000000000	2.947839
10.090000000000	2.943029
10.100000000000	2.938241
10.110000000000	2.933475
10.120000000000	2.928730
10.130000000000	2.924009
10.140000000000	2.919309
10.150000000000	2.914632
10.160000000000	2.909978
10.170000000000	2.905347
10.180000000000	2.900739
10.190000000000	2.896153
10.200000000000	2.891591
10.210000000000	2.887053
10.220000000000	2.882538
10.230000000000	2.878047
10.240000000000	2.873579
10.250000000000	2.869136
10.260000000000	2.864717
10.270000000000	2.860322
10.280000000000	2.855952
10.290000000000	2.851606
10.300000000000	2.847285
10.310000000000	2.842989
10.320000000000	2.838718
10.330000000000	2.834472
10.340000000000	2.830252
10.350000000000	2.826057
10.360000000000	2.821888
10.370000000000	2.817745
10.380000000000	2.813628
10.390000000000	2.809537
10.400000000000	2.805472
10.410000000000	2.801434
10.420000000000	2.797423
10.430000000000	2.793439
10.440000000000	2.789482
10.450000000000	2.785552
10.460000000000	2.781650
10.470000000000	2.777775
10.480000000000	2.773928
10.490000000000	2.770109
10.500000000000	2.766318
10.510000000000	2.762555
10.520000000000	2.758821
10.530000000000	2.755116
10.540000000000	2.751439
10.550000000000	2.747792
10.560000000000	2.744173
10.570000000000	2.740584
10.580000000000	2.737025
10.590000000000	2.733496
10.600000000000	2.729996
10.610000000000	2.726527
10.620000000000	2.723088
10.630000000000	2.719680
10.640000000000	2.716302
10.650000000000	2.712956
10.660000000000	2.709640
10.670000000000	2.706356
10.680000000000	2.703104
10.690000000000	2.699883
10.700000000000	2.696694
10.710000000000	2.693538
10.720000000000	2.690413
10.730000000000	2.687322
10.740000000000	2.684263
10.750000000000	2.681237
10.760000000000	2.678244
10.770000000000	2.675284
10.780000000000	2.672358
10.790000000000	2.669466
10.800000000000	2.666608
10.810000000000	2.663784
10.820000000000	2.660995
10.830000000000	2.658240
10.840000000000	2.655520
10.850000000000	2.652835
10.860000000000	2.650185
10.870000000000	2.647571
10.880000000000	2.644992
10.890000000000	2.642450
10.900000000000	2.639943
10.910000000000	2.637473
10.920000000000	2.635039
10.930000000000	2.632642
10.940000000000	2.630282
10.950000000000	2.627960
10.960000000000	2.625675
10.970000000000	2.623427
10.980000000000	2.621217
10.990000000000	2.619046
11.000000000000	2.616912
11.010000000000	2.614817
11.020000000000	2.612761
11.030000000000	2.610744
11.040000000000	2.608766
11.050000000000	2.606828
11.060000000000	2.604929
11.070000000000	2.603070
11.080000000000	2.601252
11.090000000000	2.599473
11.100000000000	2.597735
11.110000000000	2.596038
11.120000000000	2.594382
11.130000000000	2.592767
11.140000000000	2.591194
11.150000000000	2.589662
11.160000000000	2.588172
11.170000000000	2.586725
11.180000000000	2.585320
11.190000000000	2.583957
11.200000000000	2.582638
11.210000000000	2.581361
11.220000000000	2.580128
11.230000000000	2.578938
11.240000000000	2.577792
11.250000000000	2.576690
11.260000000000	2.575633
11.270000000000	2.574620
11.280000000000	2.573652
11.290000000000	2.572728
11.300000000000	2.571850
11.310000000000	2.571018
11.320000000000	2.570231
11.330000000000	2.569490
11.340000000000	2.568796
11.350000000000	2.568148
11.360000000000	2.567546
11.370000000000	2.566992
11.380000000000	2.566484
11.390000000000	2.566024
11.400000000000	2.565612
11.410000000000	2.565248
11.420000000000	2.564932
11.430000000000	2.564664
11.440000000000	2.564446
11.450000000000	2.564276
11.460000000000	2.564155
11.470000000000	2.564084
11.480000000000	2.564063
11.490000000000	2.564091
11.500000000000	2.564170
11.510000000000	2.564300
11.520000000000	2.564480
11.530000000000	2.564711
11.540000000000	2.564994
11.550000000000	2.565328
11.560000000000	2.565714
11.570000000000	2.566153
11.580000000000	2.566644
11.590000000000	2.567187
11.600000000000	2.567784
11.610000000000	2.568434
11.620000000000	2.569138
11.630000000000	2.569895
11.640000000000	2.570707
11.650000000000	2.571573
11.660000000000	2.572494
11.670000000000	2.573470
11.680000000000	2.574501
11.690000000000	2.575589
11.700000000000	2.576732
11.710000000000	2.577931
11.720000000000	2.579188
11.730000000000	2.580501
11.740000000000	2.581871
11.750000000000	2.583300
11.760000000000	2.584786
11.770000000000	2.586330
11.780000000000	2.587933
11.790000000000	2.589595
11.800000000000	2.591317
11.810000000000	2.593098
11.820000000000	2.594939
11.830000000000	2.596841
11.840000000000	2.598803
11.850000000000	2.600826
11.860000000000	2.602911
11.870000000000	2.605058
11.880000000000	2.607267
11.890000000000	2.609539
11.900000000000	2.611874
11.910000000000	2.614273
11.920000000000	2.616735
11.930000000000	2.619262
11.940000000000	2.621853
11.950000000000	2.624509
11.960000000000	2.627231
11.970000000000	2.630019
11.980000000000	2.632873
11.990000000000	2.635795
12.000000000000	2.638783
12.010000000000	2.641840
12.020000000000	2.644964
12.030000000000	2.648157
12.040000000000	2.651420
12.050000000000	2.654752
12.060000000000	2.658154
12.070000000000	2.661627
12.080000000000	2.665171
12.090000000000	2.668787
12.100000000000	2.672475
12.110000000000	2.676236
12.120000000000	2.680070
12.130000000000	2.683978
12.140000000000	2.687960
12.150000000000	2.692017
12.160000000000	2.696150
12.170000000000	2.700358
12.180000000000	2.704644
12.190000000000	2.709006
12.200000000000	2.713447
12.210000000000	2.717966
12.220000000000	2.722564
12.230000000000	2.727241
12.240000000000	2.731999
12.250000000000	2.736838
12.260000000000	2.741759
12.270000000000	2.746762
12.280000000000	2.751848
12.290000000000	2.757017
12.300000000000	2.762271
12.310000000000	2.767610
12.320000000000	2.773035
12.330000000000	2.778547
12.340000000000	2.784145
12.350000000000	2.789832
12.360000000000	2.795607
12.370000000000	2.801472
12.380000000000	2.807428
12.390000000000	2.813474
12.400000000000	2.819612
12.410000000000	2.825843
12.420000000000	2.832168
12.430000000000	2.838587
12.440000000000	2.845101
12.450000000000	2.851712
12.460000000000	2.858419
12.470000000000	2.865224
12.480000000000	2.872128
12.490000000000	2.879132
12.500000000000	2.886236
12.510000000000	2.893442
12.520000000000	2.900751
12.530000000000	2.908162
12.540000000000	2.915679
12.550000000000	2.923301
12.560000000000	2.931029
12.570000000000	2.938865
12.580000000000	2.946809
12.590000000000	2.954863
12.600000000000	2.963027
12.610000000000	2.971303
12.620000000000	2.979692
12.630000000000	2.988195
12.640000000000	2.996813
12.650000000000	3.005547
12.660000000000	3.014398
12.670000000000	3.023368
12.680000000000	3.032457
12.690000000000	3.041667
12.700000000000	3.051000
