freq	epsilon_Re	epsilon_Im
3.9700000000000	-3.1655150810301	7.8526338699625
3.9800000000000	-3.1640217599528	7.8394410695387
3.9900000000000	-3.1625050799714	7.8258908704550
4.0000000000000	-3.1609598629649	7.8119896860532
4.0100000000000	-3.1593810843116	7.7977439042425
4.0200000000000	-3.1577638713383	7.7831598833930
4.0300000000000	-3.1561035016011	7.7682439481847
4.0400000000000	-3.1543954009932	7.7530023854084
4.0500000000000	-3.1526351416723	7.7374414397165
4.0600000000000	-3.1508184398002	7.7215673093220
4.0700000000000	-3.1489411530840	7.7053861416405
4.0800000000000	-3.1469992781099	7.6889040288715
4.0900000000000	-3.1449889474562	7.6721270035155
4.1000000000000	-3.1429064265711	7.6550610338212
4.1100000000000	-3.1407481103998	7.6377120191569
4.1200000000000	-3.1385105197406	7.6200857853017
4.1300000000000	-3.1361902973093	7.6021880796496
4.1400000000000	-3.1337842034865	7.5840245663201
4.1500000000000	-3.1312891117191	7.5656008211707
4.1600000000000	-3.1287020035430	7.5469223267024
4.1700000000000	-3.1260199631904	7.5279944668562
4.1800000000000	-3.1232401717373	7.5088225216916
4.1900000000000	-3.1203599007440	7.4894116619470
4.2000000000000	-3.1173765053309	7.4697669434772
4.2100000000000	-3.1142874166282	7.4498933015675
4.2200000000000	-3.1110901335242	7.4297955451301
4.2300000000000	-3.1077822136328	7.4094783507851
4.2400000000000	-3.1043612633839	7.3889462568410
4.2500000000000	-3.1008249271317	7.3682036571915
4.2600000000000	-3.0971708751598	7.3472547951535
4.2700000000000	-3.0933967904462	7.3261037572863
4.2800000000000	-3.0895003540336	7.3047544672379
4.2900000000000	-3.0854792288311	7.2832106796896
4.3000000000000	-3.0813310416483	7.2614759744811
4.3100000000000	-3.0770533632452	7.2395537510352
4.3200000000000	-3.0726436861458	7.2174472232227
4.3300000000000	-3.0680993999436	7.1951594148558
4.3400000000000	-3.0634177637910	7.1726931560440
4.3500000000000	-3.0585958757360	7.1500510807079
4.3600000000000	-3.0536306385372	7.1272356256193
4.3700000000000	-3.0485187215569	7.1042490314311
4.3800000000000	-3.0432565183062	7.0810933462658
4.3900000000000	-3.0378400991895	7.0577704325720
4.4000000000000	-3.0322651589904	7.0342819781176
4.4100000000000	-3.0265269586374	7.0106295121879
4.4200000000000	-3.0206202608183	6.9868144282904
4.4300000000000	-3.0145392590715	6.9628380149523
4.4400000000000	-3.0082775000847	6.9387014965201
4.4500000000000	-3.0018277991103	6.9144060862663
4.4600000000000	-2.9951821486609	6.8899530545400
4.4700000000000	-2.9883316210305	6.8653438152128
4.4800000000000	-2.9812662657255	6.8405800342111
4.4900000000000	-2.9739750036297	6.8156637645286
4.5000000000000	-2.9664455207291	6.7905976127051
4.5100000000000	-2.9586641655675	6.7653849423178
4.5200000000000	-2.9506158563257	6.7400301204811
4.5300000000000	-2.9422840056549	6.7145388135557
4.5400000000000	-2.9336504741647	6.6889183380842
4.5500000000000	-2.9246955668414	6.6631780721492
4.5600000000000	-2.9153980906700	6.6373299305821
4.5700000000000	-2.9057354962073	6.6113889043353
4.5800000000000	-2.8956841306346	6.5853736593707
4.5900000000000	-2.8852196343801	6.5593071830793
4.6000000000000	-2.8743175170000	6.5332174559536
4.6100000000000	-2.8629539494585	6.5071381125900
4.6200000000000	-2.8511068075333	6.4811090389637
4.6300000000000	-2.8387569927150	6.4551768328545
4.6400000000000	-2.8258900400751	6.4293950328144
4.6500000000000	-2.8124979947826	6.4038240011768
4.6600000000000	-2.7985814984923	6.3785303330906
4.6700000000000	-2.7841519739162	6.3535856630860
4.6800000000000	-2.7692337339794	6.3290647611843
4.6900000000000	-2.7538657791293	6.3050428596796
4.7000000000000	-2.7381029960557	6.2815922342036
4.7100000000000	-2.7220164511202	6.2587781766565
4.7200000000000	-2.7056925011205	6.2366546312353
4.7300000000000	-2.6892305365454	6.2152598946201
4.7400000000000	-2.6727393296751	6.1946128745430
4.7500000000000	-2.6563321644138	6.1747104228910
4.7600000000000	-2.6401211393936	6.1555261854970
4.7700000000000	-2.6242112105129	6.1370112383155
4.7800000000000	-2.6086946250351	6.1190965348245
4.7900000000000	-2.5936463671347	6.1016969232911
4.8000000000000	-2.5791210862020	6.0847162662104
4.8100000000000	-2.5651517488615	6.0680530592830
4.8200000000000	-2.5517499990923	6.0516059286660
4.8300000000000	-2.5389079858385	6.0352784750713
4.8400000000000	-2.5266012660086	6.0189830973579
4.8500000000000	-2.5147923294120	6.0026436202903
4.8600000000000	-2.5034343129259	5.9861967285039
4.8700000000000	-2.4924745497118	5.9695923427820
4.8800000000000	-2.4818577060044	5.9527931542984
4.8900000000000	-2.4715283667278	5.9357735607854
4.9000000000000	-2.4614330242672	5.9185182376652
4.9100000000000	-2.4515214935356	5.9010205419747
4.9200000000000	-2.4417478198491	5.8832809009768
4.9300000000000	-2.4320707675530	5.8653052907838
4.9400000000000	-2.4224539822827	5.8471038692980
4.9500000000000	-2.4128659139532	5.8286897951432
4.9600000000000	-2.4032795758618	5.8100782404970
4.9700000000000	-2.3936722012730	5.7912855899463
4.9800000000000	-2.3840248449087	5.7723288081446
4.9900000000000	-2.3743219642134	5.7532249544997
5.0000000000000	-2.3645510047363	5.7339908218761
5.0100000000000	-2.3547020055929	5.7146426771468
5.0200000000000	-2.3447672345806	5.6951960834656
5.0300000000000	-2.3347408578599	5.6756657867217
5.0400000000000	-2.3246186458408	5.6560656513586
5.0500000000000	-2.3143977147314	5.6364086333492
5.0600000000000	-2.3040763018318	5.6167067804669
5.0700000000000	-2.2936535718784	5.5969712520404
5.0800000000000	-2.2831294513716	5.5772123520917
5.0900000000000	-2.2725044877299	5.5574395711810
5.1000000000000	-2.2617797302008	5.5376616334213
5.1100000000000	-2.2509566296527	5.5178865460402
5.1200000000000	-2.2400369546212	5.4981216495790
5.1300000000000	-2.2290227212614	5.4783736673778
5.1400000000000	-2.2179161351304	5.4586487534142
5.1500000000000	-2.2067195429901	5.4389525378899
5.1600000000000	-2.1954353930634	5.4192901701950
5.1700000000000	-2.1840662023996	5.3996663590587
5.1800000000000	-2.1726145301998	5.3800854098200
5.1900000000000	-2.1610829561253	5.3605512588448
5.2000000000000	-2.1494740627637	5.3410675051739
5.2100000000000	-2.1377904215529	5.3216374395299
5.2200000000000	-2.1260345815772	5.3022640708335
5.2300000000000	-2.1142090607425	5.2829501503950
5.2400000000000	-2.1023163389159	5.2636981939488
5.2500000000000	-2.0903588526850	5.2445105017010
5.2600000000000	-2.0783389914483	5.2253891765542
5.2700000000000	-2.0662590945952	5.2063361406650
5.2800000000000	-2.0541214495751	5.1873531504828
5.2900000000000	-2.0419282906901	5.1684418104076
5.3000000000000	-2.0296817984698	5.1496035851935
5.3100000000000	-2.0173840995175	5.1308398112177
5.3200000000000	-2.0050372667284	5.1121517067189
5.3300000000000	-1.9926433198046	5.0935403811077
5.3400000000000	-1.9802042260000	5.0750068434342
5.3500000000000	-1.9677219010425	5.0565520100969
5.3600000000000	-1.9551982101898	5.0381767118642
5.3700000000000	-1.9426349693820	5.0198817002764
5.3800000000000	-1.9300339464639	5.0016676534862
5.3900000000000	-1.9173968624499	4.9835351815938
5.4000000000000	-1.9047253928161	4.9654848315234
5.4100000000000	-1.8920211688010	4.9475170914858
5.4200000000000	-1.8792857787044	4.9296323950665
5.4300000000000	-1.8665207691740	4.9118311249744
5.4400000000000	-1.8537276464731	4.8941136164837
5.4500000000000	-1.8409078777215	4.8764801605967
5.4600000000000	-1.8280628921079	4.8589310069551
5.4700000000000	-1.8151940820687	4.8414663665206
5.4800000000000	-1.8023028044315	4.8240864140486
5.4900000000000	-1.7893903815226	4.8067912903719
5.5000000000000	-1.7764581022358	4.7895811045120
5.5100000000000	-1.7635072230651	4.7724559356339
5.5200000000000	-1.7505389690980	4.7554158348575
5.5300000000000	-1.7375545349730	4.7384608269387
5.5400000000000	-1.7245550857993	4.7215909118312
5.5500000000000	-1.7115417580416	4.7048060661395
5.5600000000000	-1.6985156603698	4.6881062444717
5.5700000000000	-1.6854778744748	4.6714913807016
5.5800000000000	-1.6724294558522	4.6549613891466
5.5900000000000	-1.6593714345548	4.6385161656688
5.6000000000000	-1.6463048159141	4.6221555887055
5.6100000000000	-1.6332305812341	4.6058795202345
5.6200000000000	-1.6201496884572	4.5896878066799
5.6300000000000	-1.6070630728029	4.5735802797625
5.6400000000000	-1.5939716473825	4.5575567572990
5.6500000000000	-1.5808763037891	4.5416170439547
5.6600000000000	-1.5677779126648	4.5257609319523
5.6700000000000	-1.5546773242461	4.5099882017404
5.6800000000000	-1.5415753688885	4.4942986226248
5.6900000000000	-1.5284728575716	4.4786919533651
5.7000000000000	-1.5153705823849	4.4631679427386
5.7100000000000	-1.5022693169963	4.4477263300750
5.7200000000000	-1.4891698171028	4.4323668457626
5.7300000000000	-1.4760728208661	4.4170892117288
5.7400000000000	-1.4629790493319	4.4018931418960
5.7500000000000	-1.4498892068347	4.3867783426149
5.7600000000000	-1.4368039813893	4.3717445130769
5.7700000000000	-1.4237240450682	4.3567913457060
5.7800000000000	-1.4106500543671	4.3419185265325
5.7900000000000	-1.3975826505581	4.3271257355491
5.8000000000000	-1.3845224600310	4.3124126470504
5.8100000000000	-1.3714700946252	4.2977789299571
5.8200000000000	-1.3584261519490	4.2832242481256
5.8300000000000	-1.3453912156912	4.2687482606438
5.8400000000000	-1.3323658559219	4.2543506221139
5.8500000000000	-1.3193506293849	4.2400309829230
5.8600000000000	-1.3063460797810	4.2257889895025
5.8700000000000	-1.2933527380438	4.2116242845756
5.8800000000000	-1.2803711226071	4.1975365073956
5.8900000000000	-1.2674017396651	4.1835252939735
5.9000000000000	-1.2544450834251	4.1695902772965
5.9100000000000	-1.2415016363537	4.1557310875379
5.9200000000000	-1.2285718694166	4.1419473522581
5.9300000000000	-1.2156562423111	4.1282386965978
5.9400000000000	-1.2027552036938	4.1146047434640
5.9500000000000	-1.1898691914019	4.1010451137075
5.9600000000000	-1.1769986326687	4.0875594262949
5.9700000000000	-1.1641439443343	4.0741472984730
5.9800000000000	-1.1513055330508	4.0608083459271
5.9900000000000	-1.1384837954828	4.0475421829334
6.0000000000000	-1.1256791185029	4.0343484225055
6.0100000000000	-1.1128918793827	4.0212266765350
6.0200000000000	-1.1001224459796	4.0081765559276
6.0300000000000	-1.0873711769191	3.9951976707331
6.0400000000000	-1.0746384217729	3.9822896302714
6.0500000000000	-1.0619245212335	3.9694520432532
6.0600000000000	-1.0492298072846	3.9566845178964
6.0700000000000	-1.0365546033677	3.9439866620382
6.0800000000000	-1.0238992245456	3.9313580832432
6.0900000000000	-1.0112639776621	3.9187983889067
6.1000000000000	-0.99864916149806	3.9063071863556
6.1100000000000	-0.98605506692521	3.8938840829438
6.1200000000000	-0.97348197705563	3.8815286861459
6.1300000000000	-0.96093016738899	3.8692406036455
6.1400000000000	-0.94839990595654	3.8570194434220
6.1500000000000	-0.93589145346221	3.8448648138330
6.1600000000000	-0.92340506342105	3.8327763236940
6.1700000000000	-0.91094098229485	3.8207535823553
6.1800000000000	-0.89849944962520	3.8087961997756
6.1900000000000	-0.88608069816395	3.7969037865931
6.2000000000000	-0.87368495400119	3.7850759541940
6.2100000000000	-0.86131243669084	3.7733123147782
6.2200000000000	-0.84896335937381	3.7616124814226
6.2300000000000	-0.83663792889894	3.7499760681417
6.2400000000000	-0.82433634594164	3.7384026899467
6.2500000000000	-0.81205880512039	3.7268919629009
6.2600000000000	-0.79980549511106	3.7154435041745
6.2700000000000	-0.78757659875922	3.7040569320961
6.2800000000000	-0.77537229319034	3.6927318662027
6.2900000000000	-0.76319274991810	3.6814679272876
6.3000000000000	-0.75103813495066	3.6702647374463
6.3100000000000	-0.73890860889517	3.6591219201205
6.3200000000000	-0.72680432706031	3.6480391001408
6.3300000000000	-0.71472543955708	3.6370159037667
6.3400000000000	-0.70267209139788	3.6260519587259
6.3500000000000	-0.69064442259372	3.6151468942511
6.3600000000000	-0.67864256824992	3.6043003411160
6.3700000000000	-0.66666665866000	3.5935119316694
6.3800000000000	-0.65471681939806	3.5827812998672
6.3900000000000	-0.64279317140948	3.5721080813044
6.4000000000000	-0.63089583110023	3.5614919132441
6.4100000000000	-0.61902491042444	3.5509324346465
6.4200000000000	-0.60718051697067	3.5404292861953
6.4300000000000	-0.59536275404663	3.5299821103241
6.4400000000000	-0.58357172076251	3.5195905512408
6.4500000000000	-0.57180751211286	3.5092542549506
6.4600000000000	-0.56007021905716	3.4989728692785
6.4700000000000	-0.54835992859898	3.4887460438905
6.4800000000000	-0.53667672386392	3.4785734303132
6.4900000000000	-0.52502068417608	3.4684546819527
6.5000000000000	-0.51339188513348	3.4583894541130
6.5100000000000	-0.50179039868204	3.4483774040122
6.5200000000000	-0.49021629318847	3.4384181907987
6.5300000000000	-0.47866963351189	3.4285114755664
6.5400000000000	-0.46715048107427	3.4186569213682
6.5500000000000	-0.45565889392979	3.4088541932297
6.5600000000000	-0.44419492683294	3.3991029581611
6.5700000000000	-0.43275863130563	3.3894028851689
6.5800000000000	-0.42135005570313	3.3797536452666
6.5900000000000	-0.40996924527897	3.3701549114844
6.6000000000000	-0.39861624224873	3.3606063588784
6.6100000000000	-0.38729108585291	3.3511076645392
6.6200000000000	-0.37599381241864	3.3416585075992
6.6300000000000	-0.36472445542048	3.3322585692398
6.6400000000000	-0.35348304554024	3.3229075326977
6.6500000000000	-0.34226961072576	3.3136050832707
6.6600000000000	-0.33108417624885	3.3043509083224
6.6700000000000	-0.31992676476218	3.2951446972868
6.6800000000000	-0.30879739635538	3.2859861416723
6.6900000000000	-0.29769608861010	3.2768749350645
6.7000000000000	-0.28662285665433	3.2678107731294
6.7100000000000	-0.27557771321574	3.2587933536152
6.7200000000000	-0.26456066867421	3.2498223763539
6.7300000000000	-0.25357173111353	3.2408975432629
6.7400000000000	-0.24261090637227	3.2320185583448
6.7500000000000	-0.23167819809378	3.2231851276883
6.7600000000000	-0.22077360777550	3.2143969594675
6.7700000000000	-0.20989713481740	3.2056537639413
6.7800000000000	-0.19904877656969	3.1969552534519
6.7900000000000	-0.18822852837973	3.1883011424236
6.8000000000000	-0.17743638363826	3.1796911473604
6.8100000000000	-0.16667233382481	3.1711249868437
6.8200000000000	-0.15593636855251	3.1626023815296
6.8300000000000	-0.14522847561205	3.1541230541455
6.8400000000000	-0.13454864101504	3.1456867294865
6.8500000000000	-0.12389684903666	3.1372931344120
6.8600000000000	-0.11327308225764	3.1289419978408
6.8700000000000	-0.10267732160556	3.1206330507470
6.8800000000000	-0.092109546395461	3.1123660261548
6.8900000000000	-0.081569734369956	3.1041406591336
6.9000000000000	-0.071057861738527	3.0959566867923
6.9100000000000	-0.060573903216321	3.0878138482736
6.9200000000000	-0.050117832062304	3.0797118847480
6.9300000000000	-0.039689620116800	3.0716505394074
6.9400000000000	-0.029289237838466	3.0636295574583
6.9500000000000	-0.018916654340644	3.0556486861155
6.9600000000000	-0.0085718374271916	3.0477076745945
6.9700000000000	0.0017452463723089	3.0398062741045
6.9800000000000	0.012034631767815	3.0319442378405
6.9900000000000	0.022296354674737	3.0241213209759
7.0000000000000	0.032530452180281	3.0163372806545
7.0100000000000	0.042736962510421	3.0085918759817
7.0200000000000	0.052915924997301	3.0008848680170
7.0300000000000	0.063067380047203	2.9932160197648
7.0400000000000	0.073191369109016	2.9855850961658
7.0500000000000	0.083287934643175	2.9779918640879
7.0600000000000	0.093357120091100	2.9704360923173
7.0700000000000	0.10339896984512	2.9629175515490
7.0800000000000	0.11341352921888	2.9554360143777
7.0900000000000	0.12340084441818	2.9479912552874
7.1000000000000	0.13336096251227	2.9405830506424
7.1100000000000	0.14329393140569	2.9332111786770
7.1200000000000	0.15319979981040	2.9258754194856
7.1300000000000	0.16307861721847	2.9185755550123
7.1400000000000	0.17293043387515	2.9113113690405
7.1500000000000	0.18275530075236	2.9040826471828
7.1600000000000	0.19255326952264	2.8968891768701
7.1700000000000	0.20232439253344	2.8897307473409
7.1800000000000	0.21206872278189	2.8826071496308
7.1900000000000	0.22178631388990	2.8755181765610
7.2000000000000	0.23147722007971	2.8684636227276
7.2100000000000	0.24114149614979	2.8614432844907
7.2200000000000	0.25077919745115	2.8544569599626
7.2300000000000	0.26039037986397	2.8475044489967
7.2400000000000	0.26997509977468	2.8405855531763
7.2500000000000	0.27953341405337	2.8337000758028
7.2600000000000	0.28906538003147	2.8268478218839
7.2700000000000	0.29857105547996	2.8200285981227
7.2800000000000	0.30805049858779	2.8132422129048
7.2900000000000	0.31750376794070	2.8064884762876
7.3000000000000	0.32693092250032	2.7997671999876
7.3100000000000	0.33633202158371	2.7930781973686
7.3200000000000	0.34570712484313	2.7864212834299
7.3300000000000	0.35505629224620	2.7797962747938
7.3400000000000	0.36437958405631	2.7732029896938
7.3500000000000	0.37367706081339	2.7666412479621
7.3600000000000	0.38294878331504	2.7601108710175
7.3700000000000	0.39219481259783	2.7536116818528
7.3800000000000	0.40141520991906	2.7471435050226
7.3900000000000	0.41061003673867	2.7407061666310
7.4000000000000	0.41977935470157	2.7342994943188
7.4100000000000	0.42892322562016	2.7279233172509
7.4200000000000	0.43804171145721	2.7215774661042
7.4300000000000	0.44713487430898	2.7152617730546
7.4400000000000	0.45620277638860	2.7089760717644
7.4500000000000	0.46524548000979	2.7027201973697
7.4600000000000	0.47426304757078	2.6964939864676
7.4700000000000	0.48325554153856	2.6902972771034
7.4800000000000	0.49222302443330	2.6841299087580
7.4900000000000	0.50116555881317	2.6779917223349
7.5000000000000	0.51008320725925	2.6718825601473
7.5100000000000	0.51897603236084	2.6658022659055
7.5200000000000	0.52784409670093	2.6597506847038
7.5300000000000	0.53668746284195	2.6537276630076
7.5400000000000	0.54550619331172	2.6477330486403
7.5500000000000	0.55430035058972	2.6417666907710
7.5600000000000	0.56306999709354	2.6358284399005
7.5700000000000	0.57181519516554	2.6299181478493
7.5800000000000	0.58053600705982	2.6240356677439
7.5900000000000	0.58923249492932	2.6181808540040
7.6000000000000	0.59790472081325	2.6123535623297
7.6100000000000	0.60655274662461	2.6065536496881
7.6200000000000	0.61517663413811	2.6007809743005
7.6300000000000	0.62377644497811	2.5950353956291
7.6400000000000	0.63235224060690	2.5893167743642
7.6500000000000	0.64090408231313	2.5836249724107
7.6600000000000	0.64943203120054	2.5779598528758
7.6700000000000	0.65793614817674	2.5723212800549
7.6800000000000	0.66641649394233	2.5667091194192
7.6900000000000	0.67487312898017	2.5611232376026
7.7000000000000	0.68330611354483	2.5555635023882
7.7100000000000	0.69171550765227	2.5500297826956
7.7200000000000	0.70010137106969	2.5445219485673
7.7300000000000	0.70846376330558	2.5390398711565
7.7400000000000	0.71680274359993	2.5335834227128
7.7500000000000	0.72511837091472	2.5281524765704
7.7600000000000	0.73341070392444	2.5227469071339
7.7700000000000	0.74167980100692	2.5173665898660
7.7800000000000	0.74992572023433	2.5120114012738
7.7900000000000	0.75814851936427	2.5066812188964
7.8000000000000	0.76634825583108	2.5013759212912
7.8100000000000	0.77452498673740	2.4960953880215
7.8200000000000	0.78267876884580	2.4908394996426
7.8300000000000	0.79080965857050	2.4856081376897
7.8400000000000	0.79891771196974	2.4804011846642
7.8500000000000	0.80700298473719	2.4752185240209
7.8600000000000	0.81506553219531	2.4700600401551
7.8700000000000	0.82310540928697	2.4649256183895
7.8800000000000	0.83112267056855	2.4598151449612
7.8900000000000	0.83911737020252	2.4547285070086
7.9000000000000	0.84708956195058	2.4496655925588
7.9100000000000	0.85503929916666	2.4446262905145
7.9200000000000	0.86296663479021	2.4396104906408
7.9300000000000	0.87087162133966	2.4346180835525
7.9400000000000	0.87875431090592	2.4296489607014
7.9500000000000	0.88661475514615	2.4247030143632
7.9600000000000	0.89445300527760	2.4197801376243
7.9700000000000	0.90226911207157	2.4148802243697
7.9800000000000	0.91006312584763	2.4100031692694
7.9900000000000	0.91783509646786	2.4051488677660
8.0000000000000	0.92558507333125	2.4003172160621
8.0100000000000	0.93331310536834	2.3955081111067
8.0200000000000	0.94101924103582	2.3907214505832
8.0300000000000	0.94870352831143	2.3859571328965
8.0400000000000	0.95636601468889	2.3812150571599
8.0500000000000	0.96400674717303	2.3764951231826
8.0600000000000	0.97162577227497	2.3717972314572
8.0700000000000	0.97922313600750	2.3671212831466
8.0800000000000	0.98679888388056	2.3624671800717
8.0900000000000	0.99435306089684	2.3578348246985
8.1000000000000	1.0018857115475	2.3532241201256
8.1100000000000	1.0093968798081	2.3486349700716
8.1200000000000	1.0168866091345	2.3440672788622
8.1300000000000	1.0243549424588	2.3395209514181
8.1400000000000	1.0318019221860	2.3349958932422
8.1500000000000	1.0392275901900	2.3304920104068
8.1600000000000	1.0466319878099	2.3260092095417
8.1700000000000	1.0540151558470	2.3215473978210
8.1800000000000	1.0613771345613	2.3171064829512
8.1900000000000	1.0687179636681	2.3126863731582
8.2000000000000	1.0760376823351	2.3082869771754
8.2100000000000	1.0833363291796	2.3039082042307
8.2200000000000	1.0906139422651	2.2995499640346
8.2300000000000	1.0978705590992	2.2952121667674
8.2400000000000	1.1051062166303	2.2908947230670
8.2500000000000	1.1123209512457	2.2865975440166
8.2600000000000	1.1195147987684	2.2823205411321
8.2700000000000	1.1266877944557	2.2780636263501
8.2800000000000	1.1338399729962	2.2738267120154
8.2900000000000	1.1409713685078	2.2696097108686
8.3000000000000	1.1480820145362	2.2654125360340
8.3100000000000	1.1551719440523	2.2612351010073
8.3200000000000	1.1622411894509	2.2570773196432
