freq	epsilon_eff
5.1900000000000	2.557740
5.2000000000000	2.549478
5.2100000000000	2.541272
5.2200000000000	2.533122
5.2300000000000	2.525027
5.2400000000000	2.516986
5.2500000000000	2.509000
5.2600000000000	2.501068
5.2700000000000	2.493189
5.2800000000000	2.485364
5.2900000000000	2.477591
5.3000000000000	2.469870
5.3100000000000	2.462201
5.3200000000000	2.454583
5.3300000000000	2.447016
5.3400000000000	2.439499
5.3500000000000	2.432033
5.3600000000000	2.424616
5.3700000000000	2.417248
5.3800000000000	2.409929
5.3900000000000	2.402659
5.4000000000000	2.395436
5.4100000000000	2.388261
5.4200000000000	2.381134
5.4300000000000	2.374053
5.4400000000000	2.367018
5.4500000000000	2.360030
5.4600000000000	2.353087
5.4700000000000	2.346190
5.4800000000000	2.339337
5.4900000000000	2.332529
5.5000000000000	2.325766
5.5100000000000	2.319046
5.5200000000000	2.312369
5.5300000000000	2.305736
5.5400000000000	2.299145
5.5500000000000	2.292597
5.5600000000000	2.286090
5.5700000000000	2.279626
5.5800000000000	2.273203
5.5900000000000	2.266820
5.6000000000000	2.260479
5.6100000000000	2.254178
5.6200000000000	2.247916
5.6300000000000	2.241695
5.6400000000000	2.235513
5.6500000000000	2.229369
5.6600000000000	2.223265
5.6700000000000	2.217199
5.6800000000000	2.211171
5.6900000000000	2.205181
5.7000000000000	2.199228
5.7100000000000	2.193312
5.7200000000000	2.187434
5.7300000000000	2.181591
5.7400000000000	2.175785
5.7500000000000	2.170016
5.7600000000000	2.164281
5.7700000000000	2.158582
5.7800000000000	2.152919
5.7900000000000	2.147290
5.8000000000000	2.141695
5.8100000000000	2.136135
5.8200000000000	2.130609
5.8300000000000	2.125117
5.8400000000000	2.119658
5.8500000000000	2.114232
5.8600000000000	2.108839
5.8700000000000	2.103479
5.8800000000000	2.098151
5.8900000000000	2.092856
5.9000000000000	2.087592
5.9100000000000	2.082360
5.9200000000000	2.077159
5.9300000000000	2.071990
5.9400000000000	2.066851
5.9500000000000	2.061743
5.9600000000000	2.056665
5.9700000000000	2.051618
5.9800000000000	2.046600
5.9900000000000	2.041613
6.0000000000000	2.036654
6.0100000000000	2.031725
6.0200000000000	2.026825
6.0300000000000	2.021954
6.0400000000000	2.017111
6.0500000000000	2.012297
6.0600000000000	2.007511
6.0700000000000	2.002753
6.0800000000000	1.998022
6.0900000000000	1.993319
6.1000000000000	1.988643
6.1100000000000	1.983995
6.1200000000000	1.979373
6.1300000000000	1.974778
6.1400000000000	1.970209
6.1500000000000	1.965666
6.1600000000000	1.961150
6.1700000000000	1.956659
6.1800000000000	1.952195
6.1900000000000	1.947755
6.2000000000000	1.943341
6.2100000000000	1.938952
6.2200000000000	1.934588
6.2300000000000	1.930249
6.2400000000000	1.925934
6.2500000000000	1.921643
6.2600000000000	1.917377
6.2700000000000	1.913135
6.2800000000000	1.908916
6.2900000000000	1.904721
6.3000000000000	1.900550
6.3100000000000	1.896402
6.3200000000000	1.892277
6.3300000000000	1.888175
6.3400000000000	1.884095
6.3500000000000	1.880039
6.3600000000000	1.876005
6.3700000000000	1.871993
6.3800000000000	1.868003
6.3900000000000	1.864035
6.4000000000000	1.860089
6.4100000000000	1.856165
6.4200000000000	1.852262
6.4300000000000	1.848381
6.4400000000000	1.844520
6.4500000000000	1.840681
6.4600000000000	1.836863
6.4700000000000	1.833065
6.4800000000000	1.829288
6.4900000000000	1.825532
6.5000000000000	1.821795
6.5100000000000	1.818079
6.5200000000000	1.814383
6.5300000000000	1.810707
6.5400000000000	1.807051
6.5500000000000	1.803414
6.5600000000000	1.799796
6.5700000000000	1.796198
6.5800000000000	1.792619
6.5900000000000	1.789060
6.6000000000000	1.785519
6.6100000000000	1.781997
6.6200000000000	1.778493
6.6300000000000	1.775009
6.6400000000000	1.771542
6.6500000000000	1.768094
6.6600000000000	1.764664
6.6700000000000	1.761252
6.6800000000000	1.757858
6.6900000000000	1.754482
6.7000000000000	1.751123
6.7100000000000	1.747782
6.7200000000000	1.744459
6.7300000000000	1.741153
6.7400000000000	1.737864
6.7500000000000	1.734592
6.7600000000000	1.731337
6.7700000000000	1.728099
6.7800000000000	1.724877
6.7900000000000	1.721673
6.8000000000000	1.718485
6.8100000000000	1.715313
6.8200000000000	1.712157
6.8300000000000	1.709018
6.8400000000000	1.705895
6.8500000000000	1.702788
6.8600000000000	1.699697
6.8700000000000	1.696621
6.8800000000000	1.693562
6.8900000000000	1.690517
6.9000000000000	1.687489
6.9100000000000	1.684476
6.9200000000000	1.681478
6.9300000000000	1.678495
6.9400000000000	1.675527
6.9500000000000	1.672574
6.9600000000000	1.669637
6.9700000000000	1.666714
6.9800000000000	1.663805
6.9900000000000	1.660912
7.0000000000000	1.658032
7.0100000000000	1.655168
7.0200000000000	1.652317
7.0300000000000	1.649481
7.0400000000000	1.646659
7.0500000000000	1.643852
7.0600000000000	1.641058
7.0700000000000	1.638278
7.0800000000000	1.635512
7.0900000000000	1.632759
7.1000000000000	1.630021
7.1100000000000	1.627295
7.1200000000000	1.624584
7.1300000000000	1.621885
7.1400000000000	1.619201
7.1500000000000	1.616529
7.1600000000000	1.613870
7.1700000000000	1.611225
7.1800000000000	1.608592
7.1900000000000	1.605973
7.2000000000000	1.603366
7.2100000000000	1.600772
7.2200000000000	1.598191
7.2300000000000	1.595623
7.2400000000000	1.593066
7.2500000000000	1.590523
7.2600000000000	1.587992
7.2700000000000	1.585473
7.2800000000000	1.582966
7.2900000000000	1.580472
7.3000000000000	1.577990
7.3100000000000	1.575519
7.3200000000000	1.573061
7.3300000000000	1.570615
7.3400000000000	1.568180
7.3500000000000	1.565758
7.3600000000000	1.563347
7.3700000000000	1.560947
7.3800000000000	1.558559
7.3900000000000	1.556183
7.4000000000000	1.553818
7.4100000000000	1.551465
7.4200000000000	1.549122
7.4300000000000	1.546791
7.4400000000000	1.544472
7.4500000000000	1.542163
7.4600000000000	1.539865
7.4700000000000	1.537579
7.4800000000000	1.535303
7.4900000000000	1.533038
7.5000000000000	1.530784
7.5100000000000	1.528541
7.5200000000000	1.526308
7.5300000000000	1.524087
7.5400000000000	1.521875
7.5500000000000	1.519674
7.5600000000000	1.517484
7.5700000000000	1.515304
7.5800000000000	1.513135
7.5900000000000	1.510975
7.6000000000000	1.508826
7.6100000000000	1.506687
7.6200000000000	1.504559
7.6300000000000	1.502440
7.6400000000000	1.500331
7.6500000000000	1.498233
7.6600000000000	1.496144
7.6700000000000	1.494065
7.6800000000000	1.491996
7.6900000000000	1.489937
7.7000000000000	1.487887
7.7100000000000	1.485847
7.7200000000000	1.483817
7.7300000000000	1.481796
7.7400000000000	1.479784
7.7500000000000	1.477783
7.7600000000000	1.475790
7.7700000000000	1.473807
7.7800000000000	1.471833
7.7900000000000	1.469869
7.8000000000000	1.467913
7.8100000000000	1.465967
7.8200000000000	1.464030
7.8300000000000	1.462102
7.8400000000000	1.460183
7.8500000000000	1.458273
7.8600000000000	1.456372
7.8700000000000	1.454480
7.8800000000000	1.452597
7.8900000000000	1.450722
7.9000000000000	1.448857
7.9100000000000	1.447000
7.9200000000000	1.445151
7.9300000000000	1.443311
7.9400000000000	1.441480
7.9500000000000	1.439657
7.9600000000000	1.437843
7.9700000000000	1.436037
7.9800000000000	1.434240
7.9900000000000	1.432451
8.0000000000000	1.430670
8.0100000000000	1.428898
8.0200000000000	1.427134
8.0300000000000	1.425378
8.0400000000000	1.423630
8.0500000000000	1.421890
8.0600000000000	1.420158
8.0700000000000	1.418435
8.0800000000000	1.416719
8.0900000000000	1.415011
8.1000000000000	1.413311
8.1100000000000	1.411619
8.1200000000000	1.409935
8.1300000000000	1.408259
8.1400000000000	1.406590
8.1500000000000	1.404929
8.1600000000000	1.403276
8.1700000000000	1.401630
8.1800000000000	1.399992
8.1900000000000	1.398361
8.2000000000000	1.396738
8.2100000000000	1.395123
8.2200000000000	1.393515
8.2300000000000	1.391914
8.2400000000000	1.390321
8.2500000000000	1.388734
8.2600000000000	1.387156
8.2700000000000	1.385584
8.2800000000000	1.384020
8.2900000000000	1.382462
8.3000000000000	1.380912
8.3100000000000	1.379369
8.3200000000000	1.377833
8.3300000000000	1.376304
8.3400000000000	1.374782
8.3500000000000	1.373267
8.3600000000000	1.371759
8.3700000000000	1.370258
8.3800000000000	1.368764
8.3900000000000	1.367276
8.4000000000000	1.365795
8.4100000000000	1.364321
8.4200000000000	1.362853
8.4300000000000	1.361392
8.4400000000000	1.359938
8.4500000000000	1.358491
8.4600000000000	1.357049
8.4700000000000	1.355615
8.4800000000000	1.354187
8.4900000000000	1.352765
8.5000000000000	1.351349
8.5100000000000	1.349940
8.5200000000000	1.348538
8.5300000000000	1.347141
8.5400000000000	1.345751
8.5500000000000	1.344367
8.5600000000000	1.342989
8.5700000000000	1.341617
8.5800000000000	1.340252
8.5900000000000	1.338892
8.6000000000000	1.337539
8.6100000000000	1.336191
8.6200000000000	1.334850
8.6300000000000	1.333514
8.6400000000000	1.332184
8.6500000000000	1.330860
8.6600000000000	1.329542
8.6700000000000	1.328230
8.6800000000000	1.326923
8.6900000000000	1.325622
8.7000000000000	1.324327
8.7100000000000	1.323037
8.7200000000000	1.321753
8.7300000000000	1.320474
8.7400000000000	1.319201
8.7500000000000	1.317933
8.7600000000000	1.316671
8.7700000000000	1.315414
8.7800000000000	1.314163
8.7900000000000	1.312917
8.8000000000000	1.311676
8.8100000000000	1.310440
8.8200000000000	1.309210
8.8300000000000	1.307984
8.8400000000000	1.306764
8.8500000000000	1.305549
8.8600000000000	1.304339
8.8700000000000	1.303134
8.8800000000000	1.301934
8.8900000000000	1.300739
8.9000000000000	1.299548
8.9100000000000	1.298363
8.9200000000000	1.297182
8.9300000000000	1.296006
8.9400000000000	1.294835
8.9500000000000	1.293669
8.9600000000000	1.292507
8.9700000000000	1.291349
8.9800000000000	1.290197
8.9900000000000	1.289049
9.0000000000000	1.287905
9.0100000000000	1.286766
9.0200000000000	1.285631
9.0300000000000	1.284500
9.0400000000000	1.283374
9.0500000000000	1.282252
9.0600000000000	1.281134
9.0700000000000	1.280020
9.0800000000000	1.278911
9.0900000000000	1.277806
9.1000000000000	1.276704
9.1100000000000	1.275607
9.1200000000000	1.274513
9.1300000000000	1.273424
9.1400000000000	1.272338
9.1500000000000	1.271256
9.1600000000000	1.270178
9.1700000000000	1.269104
9.1800000000000	1.268033
9.1900000000000	1.266966
9.2000000000000	1.265903
9.2100000000000	1.264843
9.2200000000000	1.263787
9.2300000000000	1.262734
9.2400000000000	1.261684
9.2500000000000	1.260638
9.2600000000000	1.259595
9.2700000000000	1.258555
9.2800000000000	1.257518
9.2900000000000	1.256485
9.3000000000000	1.255455
9.3100000000000	1.254427
9.3200000000000	1.253403
9.3300000000000	1.252382
9.3400000000000	1.251363
9.3500000000000	1.250348
9.3600000000000	1.249335
9.3700000000000	1.248325
9.3800000000000	1.247317
9.3900000000000	1.246313
9.4000000000000	1.245310
9.4100000000000	1.244311
9.4200000000000	1.243313
9.4300000000000	1.242318
9.4400000000000	1.241326
9.4500000000000	1.240335
9.4600000000000	1.239347
9.4700000000000	1.238361
9.4800000000000	1.237378
9.4900000000000	1.236396
9.5000000000000	1.235416
9.5100000000000	1.234438
9.5200000000000	1.233462
9.5300000000000	1.232488
9.5400000000000	1.231516
9.5500000000000	1.230545
9.5600000000000	1.229576
9.5700000000000	1.228609
9.5800000000000	1.227643
9.5900000000000	1.226678
9.6000000000000	1.225715
9.6100000000000	1.224753
9.6200000000000	1.223792
9.6300000000000	1.222833
9.6400000000000	1.221875
9.6500000000000	1.220917
9.6600000000000	1.219961
9.6700000000000	1.219006
9.6800000000000	1.218051
9.6900000000000	1.217097
9.7000000000000	1.216144
9.7100000000000	1.215192
9.7200000000000	1.214240
9.7300000000000	1.213289
9.7400000000000	1.212338
9.7500000000000	1.211387
9.7600000000000	1.210437
9.7700000000000	1.209487
9.7800000000000	1.208537
9.7900000000000	1.207587
9.8000000000000	1.206637
9.8100000000000	1.205687
9.8200000000000	1.204737
9.8300000000000	1.203786
9.8400000000000	1.202836
9.8500000000000	1.201885
9.8600000000000	1.200933
9.8700000000000	1.199981
9.8800000000000	1.199028
9.8900000000000	1.198074
9.9000000000000	1.197120
9.9100000000000	1.196165
9.9200000000000	1.195209
9.9300000000000	1.194252
9.9400000000000	1.193293
9.9500000000000	1.192334
9.9600000000000	1.191373
9.9700000000000	1.190411
9.9800000000000	1.189447
9.9900000000000	1.188482
10.000000000000	1.187515
10.010000000000	1.186547
10.020000000000	1.185576
10.030000000000	1.184604
10.040000000000	1.183630
10.050000000000	1.182654
10.060000000000	1.181675
10.070000000000	1.180694
10.080000000000	1.179711
10.090000000000	1.178726
10.100000000000	1.177738
10.110000000000	1.176747
10.120000000000	1.175754
10.130000000000	1.174758
10.140000000000	1.173759
10.150000000000	1.172757
10.160000000000	1.171751
10.170000000000	1.170743
10.180000000000	1.169732
10.190000000000	1.168717
10.200000000000	1.167698
10.210000000000	1.166676
10.220000000000	1.165650
10.230000000000	1.164621
10.240000000000	1.163588
10.250000000000	1.162550
10.260000000000	1.161509
10.270000000000	1.160463
10.280000000000	1.159414
10.290000000000	1.158359
10.300000000000	1.157301
10.310000000000	1.156237
10.320000000000	1.155170
10.330000000000	1.154097
10.340000000000	1.153019
10.350000000000	1.151937
10.360000000000	1.150849
10.370000000000	1.149756
10.380000000000	1.148658
10.390000000000	1.147555
10.400000000000	1.146446
10.410000000000	1.145331
10.420000000000	1.144211
10.430000000000	1.143084
10.440000000000	1.141952
10.450000000000	1.140814
10.460000000000	1.139670
10.470000000000	1.138519
10.480000000000	1.137363
10.490000000000	1.136199
10.500000000000	1.135029
10.510000000000	1.133853
10.520000000000	1.132670
10.530000000000	1.131479
10.540000000000	1.130282
10.550000000000	1.129078
10.560000000000	1.127866
10.570000000000	1.126648
10.580000000000	1.125421
10.590000000000	1.124188
10.600000000000	1.122946
10.610000000000	1.121697
10.620000000000	1.120441
10.630000000000	1.119176
10.640000000000	1.117903
10.650000000000	1.116622
10.660000000000	1.115333
10.670000000000	1.114035
10.680000000000	1.112729
10.690000000000	1.111415
10.700000000000	1.110091
10.710000000000	1.108759
10.720000000000	1.107418
10.730000000000	1.106069
10.740000000000	1.104710
10.750000000000	1.103342
10.760000000000	1.101964
10.770000000000	1.100578
10.780000000000	1.099182
10.790000000000	1.097776
10.800000000000	1.096361
10.810000000000	1.094936
10.820000000000	1.093501
10.830000000000	1.092056
10.840000000000	1.090601
10.850000000000	1.089136
10.860000000000	1.087661
10.870000000000	1.086176
10.880000000000	1.084680
10.890000000000	1.083174
10.900000000000	1.081657
10.910000000000	1.080129
10.920000000000	1.078591
10.930000000000	1.077042
10.940000000000	1.075482
10.950000000000	1.073911
10.960000000000	1.072329
10.970000000000	1.070736
10.980000000000	1.069132
10.990000000000	1.067516
11.000000000000	1.065890
11.010000000000	1.064251
11.020000000000	1.062602
11.030000000000	1.060940
11.040000000000	1.059267
11.050000000000	1.057583
11.060000000000	1.055886
11.070000000000	1.054178
11.080000000000	1.052458
11.090000000000	1.050726
11.100000000000	1.048982
11.110000000000	1.047225
11.120000000000	1.045457
11.130000000000	1.043677
11.140000000000	1.041884
11.150000000000	1.040079
11.160000000000	1.038262
11.170000000000	1.036433
11.180000000000	1.034591
11.190000000000	1.032736
11.200000000000	1.030869
11.210000000000	1.028990
11.220000000000	1.027098
11.230000000000	1.025194
11.240000000000	1.023276
11.250000000000	1.021347
11.260000000000	1.019404
11.270000000000	1.017449
11.280000000000	1.015481
11.290000000000	1.013501
11.300000000000	1.011507
11.310000000000	1.009501
11.320000000000	1.007482
11.330000000000	1.005451
11.340000000000	1.003406
11.350000000000	1.001349
11.360000000000	0.999279
11.370000000000	0.997196
11.380000000000	0.995100
11.390000000000	0.992992
11.400000000000	0.990870
11.410000000000	0.988736
11.420000000000	0.986589
11.430000000000	0.984429
11.440000000000	0.982256
11.450000000000	0.980071
11.460000000000	0.977873
11.470000000000	0.975662
11.480000000000	0.973438
11.490000000000	0.971202
11.500000000000	0.968953
11.510000000000	0.966691
11.520000000000	0.964417
11.530000000000	0.962130
11.540000000000	0.959831
11.550000000000	0.957519
11.560000000000	0.955194
11.570000000000	0.952857
11.580000000000	0.950508
11.590000000000	0.948146
11.600000000000	0.945772
11.610000000000	0.943386
11.620000000000	0.940988
11.630000000000	0.938577
11.640000000000	0.936155
11.650000000000	0.933720
11.660000000000	0.931273
11.670000000000	0.928814
11.680000000000	0.926344
11.690000000000	0.923861
11.700000000000	0.921367
11.710000000000	0.918862
11.720000000000	0.916344
11.730000000000	0.913815
11.740000000000	0.911275
11.750000000000	0.908723
11.760000000000	0.906160
11.770000000000	0.903585
11.780000000000	0.901000
11.790000000000	0.898403
11.800000000000	0.895795
11.810000000000	0.893176
11.820000000000	0.890547
11.830000000000	0.887906
11.840000000000	0.885256
11.850000000000	0.882594
11.860000000000	0.879922
11.870000000000	0.877239
11.880000000000	0.874546
11.890000000000	0.871843
11.900000000000	0.869130
11.910000000000	0.866407
11.920000000000	0.863674
11.930000000000	0.860931
11.940000000000	0.858178
11.950000000000	0.855415
11.960000000000	0.852643
11.970000000000	0.849862
11.980000000000	0.847071
11.990000000000	0.844271
12.000000000000	0.841462
12.010000000000	0.838644
12.020000000000	0.835816
12.030000000000	0.832980
12.040000000000	0.830136
12.050000000000	0.827282
12.060000000000	0.824420
12.070000000000	0.821550
12.080000000000	0.818671
12.090000000000	0.815785
12.100000000000	0.812890
12.110000000000	0.809987
12.120000000000	0.807076
12.130000000000	0.804158
12.140000000000	0.801232
12.150000000000	0.798298
12.160000000000	0.795358
12.170000000000	0.792409
12.180000000000	0.789454
12.190000000000	0.786491
12.200000000000	0.783522
12.210000000000	0.780546
12.220000000000	0.777563
12.230000000000	0.774573
12.240000000000	0.771577
12.250000000000	0.768575
12.260000000000	0.765566
12.270000000000	0.762551
12.280000000000	0.759530
12.290000000000	0.756503
12.300000000000	0.753470
12.310000000000	0.750432
12.320000000000	0.747388
12.330000000000	0.744339
12.340000000000	0.741284
12.350000000000	0.738224
12.360000000000	0.735159
12.370000000000	0.732089
12.380000000000	0.729014
12.390000000000	0.725934
12.400000000000	0.722849
12.410000000000	0.719760
12.420000000000	0.716667
12.430000000000	0.713569
12.440000000000	0.710467
12.450000000000	0.707361
12.460000000000	0.704251
12.470000000000	0.701137
12.480000000000	0.698019
12.490000000000	0.694898
12.500000000000	0.691773
12.510000000000	0.688645
12.520000000000	0.685513
12.530000000000	0.682378
12.540000000000	0.679240
12.550000000000	0.676099
12.560000000000	0.672956
12.570000000000	0.669809
12.580000000000	0.666660
12.590000000000	0.663508
12.600000000000	0.660354
12.610000000000	0.657197
12.620000000000	0.654039
12.630000000000	0.650878
12.640000000000	0.647715
12.650000000000	0.644551
12.660000000000	0.641384
12.670000000000	0.638216
12.680000000000	0.635046
12.690000000000	0.631875
12.700000000000	0.628703
