#Parameters = {a=0.5; d=0.035; h=9; p=3; phi=0; r_1=2; r_2=2.7; s=0.2; t=0.2; theta=0; w=12}
#"Frequency / GHz"	"S1,1 [Re]"	"S1,1 [Im]"
#-----------------------------------------
2.7000000000000	0.35527665932229	-0.24808531011825
2.7100000000000	0.35299856968156	-0.24276425823814
2.7200000000000	0.35065730046145	-0.23753651533821
2.7300000000000	0.34825540749513	-0.23240241547587
2.7400000000000	0.34579542336849	-0.22736222467503
2.7500000000000	0.34327985571054	-0.22241614266750
2.7600000000000	0.34071118557767	-0.21756430466395
2.7700000000000	0.33809186593124	-0.21280678315000
2.7800000000000	0.33542432020730	-0.20814358970299
2.7900000000000	0.33271094097743	-0.20357467682511
2.8000000000000	0.32995408869923	-0.19909993978893
2.8100000000000	0.32715609055512	-0.19471921849129
2.8200000000000	0.32431923937769	-0.19043229931186
2.8300000000000	0.32144579265991	-0.18623891697277
2.8400000000000	0.31853797164831	-0.18213875639591
2.8500000000000	0.31559796051705	-0.17813145455466
2.8600000000000	0.31262790562102	-0.17421660231696
2.8700000000000	0.30962991482552	-0.17039374627689
2.8800000000000	0.30660605691053	-0.16666239057201
2.8900000000000	0.30355836104715	-0.16302199868388
2.9000000000000	0.30048881634388	-0.15947199521951
2.9100000000000	0.29739937146045	-0.15601176767138
2.9200000000000	0.29429193428660	-0.15264066815404
2.9300000000000	0.29116837168360	-0.14935801511552
2.9400000000000	0.28803050928587	-0.14616309502157
2.9500000000000	0.28488013136037	-0.14305516401144
2.9600000000000	0.28171898072121	-0.14003344952350
2.9700000000000	0.27854875869716	-0.13709715188965
2.9800000000000	0.27537112514949	-0.13424544589717
2.9900000000000	0.27218769853781	-0.13147748231710
3.0000000000000	0.26900005603155	-0.12879238939826
3.0100000000000	0.26580973366464	-0.12618927432607
3.0200000000000	0.26261822653115	-0.12366722464557
3.0300000000000	0.25942698901960	-0.12122530964811
3.0400000000000	0.25623743508364	-0.11886258172122
3.0500000000000	0.25305093854707	-0.11657807766138
3.0600000000000	0.24986883344082	-0.11437081994936
3.0700000000000	0.24669241437009	-0.11223981798817
3.0800000000000	0.24352293690937	-0.11018406930328
3.0900000000000	0.24036161802353	-0.10820256070540
3.1000000000000	0.23720963651300	-0.10629426941569
3.1100000000000	0.23406813348117	-0.10445816415371
3.1200000000000	0.23093821282224	-0.10269320618827
3.1300000000000	0.22782094172785	-0.10099835035141
3.1400000000000	0.22471735121059	-0.099372546016019
3.1500000000000	0.22162843664313	-0.097814738037282
3.1600000000000	0.21855515831106	-0.096323867658537
3.1700000000000	0.21549844197822	-0.094898873381966
3.1800000000000	0.21245917946295	-0.093538691804652
3.1900000000000	0.20943822922393	-0.092242258420559
3.2000000000000	0.20643641695433	-0.091008508389025
3.2100000000000	0.20345453618298	-0.089836377270385
3.2200000000000	0.20049334888140	-0.088724801729360
3.2300000000000	0.19755358607560	-0.087672720206890
3.2400000000000	0.19463594846142	-0.086679073561075
3.2500000000000	0.19174110702262	-0.085742805677940
3.2600000000000	0.18886970365058	-0.084862864052733
3.2700000000000	0.18602235176480	-0.084038200342468
3.2800000000000	0.18319963693319	-0.083267770890465
3.2900000000000	0.18040211749163	-0.082550537223607
3.3000000000000	0.17763032516166	-0.081885466523077
3.3100000000000	0.17488476566595	-0.081271532069298
3.3200000000000	0.17216591934060	-0.080707713661845
3.3300000000000	0.16947424174386	-0.080192998015056
3.3400000000000	0.16681016426045	-0.079726379130107
3.3500000000000	0.16417409470127	-0.079306858644257
3.3600000000000	0.16156641789762	-0.078933446158035
3.3700000000000	0.15898749628980	-0.078605159541068
3.3800000000000	0.15643767050944	-0.078321025217279
3.3900000000000	0.15391725995524	-0.078080078430175
3.4000000000000	0.15142656336184	-0.077881363488906
3.4100000000000	0.14896585936137	-0.077723933995811
3.4200000000000	0.14653540703742	-0.077606853056107
3.4300000000000	0.14413544647123	-0.077529193470413
3.4400000000000	0.14176619927980	-0.077490037910747
3.4500000000000	0.13942786914570	-0.077488479080642
3.4600000000000	0.13712064233841	-0.077523619860031
3.4700000000000	0.13484468822706	-0.077594573435480
3.4800000000000	0.13260015978440	-0.077700463416418
3.4900000000000	0.13038719408185	-0.077840423937909
3.5000000000000	0.12820591277558	-0.078013599750570
3.5100000000000	0.12605642258351	-0.078219146298187
3.5200000000000	0.12393881575322	-0.078456229783563
3.5300000000000	0.12185317052064	-0.078724027223146
3.5400000000000	0.11979955155955	-0.079021726490942
3.5500000000000	0.11777801042189	-0.079348526352218
3.5600000000000	0.11578858596879	-0.079703636487473
3.5700000000000	0.11383130479251	-0.080086277507172
3.5800000000000	0.11190618162902	-0.080495680957667
3.5900000000000	0.11001321976167	-0.080931089318779
3.6000000000000	0.10815241141554	-0.081391755993450
3.6100000000000	0.10632373814291	-0.081876945289889
3.6200000000000	0.10452717119968	-0.082385932396611
3.6300000000000	0.10276267191292	-0.082918003350758
3.6400000000000	0.10103019203960	-0.083472455000068
3.6500000000000	0.099329674116584	-0.084048594958864
